,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,316.812,252.467,23.277,23.945,4.342,0.011,0.000,0.011,18.323,378.356,-61.544,204.498,142.954,0.515,0.353,0.188,0.195,0.195,0.001,0.009,0.001,0.197,0.008,0.193,0.962,0.008,0.001,0.003,0.004,0.007,0.015,0.396,0.007,0.002,0.275,100.336,27.280,
2015-2045_DJF,271.173,181.452,12.226,37.830,3.917,0.020,0.000,0.019,7.926,325.937,-54.763,146.976,92.212,0.332,0.171,0.096,0.100,0.375,0.005,0.036,0.005,0.380,0.015,0.381,2.397,0.010,0.000,0.005,0.005,0.015,0.028,0.468,0.009,-0.006,0.476,173.810,31.286,2030.005
2015-2045_MAM,317.760,275.064,23.385,23.860,4.254,0.017,0.000,0.017,18.784,379.607,-61.846,222.802,160.956,0.579,0.348,0.180,0.216,0.298,0.000,0.000,0.000,0.298,0.013,0.299,0.988,0.014,0.003,0.005,0.006,0.012,0.027,0.604,0.013,-0.001,0.418,152.732,38.624,2030.000
2015-2045_JJA,365.872,319.079,33.487,12.356,5.154,0.001,0.000,0.001,27.894,428.795,-62.923,258.454,195.530,0.704,0.562,0.291,0.295,0.007,0.000,0.000,0.000,0.007,0.000,0.011,0.017,0.004,0.000,0.000,0.003,0.000,0.000,0.344,0.003,-0.004,0.021,7.521,2.508,2030.000
2015-2045_SON,311.504,232.689,23.801,21.982,4.029,0.008,0.000,0.008,18.491,378.071,-66.567,188.478,121.911,0.439,0.328,0.183,0.166,0.103,0.000,0.000,0.000,0.103,0.003,0.084,0.468,0.003,0.000,0.001,0.002,0.003,0.006,0.166,0.002,0.019,0.187,68.348,36.882,2030.000
2045-2075_annual,322.819,251.292,24.025,23.425,4.275,0.011,0.000,0.011,19.106,382.477,-59.658,203.547,143.889,0.518,0.360,0.195,0.198,0.175,0.000,0.000,0.000,0.175,0.005,0.170,0.757,0.005,0.000,0.001,0.003,0.005,0.008,0.324,0.004,0.004,0.264,96.256,32.674,
2045-2075_DJF,272.857,183.243,12.917,35.735,3.800,0.017,0.000,0.017,8.503,328.608,-55.750,148.427,92.677,0.334,0.177,0.100,0.102,0.284,0.000,0.000,0.000,0.284,0.006,0.291,1.632,0.004,0.000,0.001,0.003,0.006,0.010,0.299,0.003,-0.007,0.409,149.315,41.888,2060.000
2045-2075_MAM,321.895,274.097,24.044,24.400,4.168,0.020,0.000,0.020,19.509,383.313,-61.418,222.018,160.600,0.578,0.351,0.185,0.218,0.309,0.000,0.000,0.000,0.309,0.009,0.311,0.962,0.008,0.000,0.003,0.005,0.009,0.017,0.541,0.007,-0.002,0.473,172.677,56.289,2060.000
2045-2075_JJA,377.488,315.019,34.327,12.398,5.116,0.001,0.000,0.001,28.830,434.176,-56.688,255.165,198.477,0.715,0.573,0.303,0.301,0.006,0.000,0.000,0.000,0.006,0.000,0.006,0.010,0.003,0.000,0.000,0.003,0.000,0.000,0.307,0.002,-0.000,0.018,6.593,3.625,2060.000
2045-2075_SON,318.021,231.280,24.604,21.382,4.005,0.007,0.000,0.007,19.380,382.776,-64.755,187.337,122.582,0.441,0.336,0.192,0.169,0.101,0.000,0.000,0.000,0.101,0.004,0.074,0.438,0.003,0.001,0.001,0.001,0.004,0.006,0.146,0.003,0.027,0.156,57.037,29.033,2060.000
2070-2100_annual,325.068,252.433,24.497,22.102,4.284,0.009,0.000,0.009,19.566,384.898,-59.830,204.470,144.640,0.521,0.368,0.200,0.200,0.150,0.000,0.000,0.000,0.150,0.005,0.144,0.647,0.005,0.001,0.002,0.002,0.006,0.009,0.240,0.005,0.005,0.215,78.511,24.114,
2070-2100_DJF,274.646,185.153,13.664,33.574,3.786,0.014,0.000,0.014,9.143,331.568,-56.922,149.974,93.052,0.335,0.186,0.104,0.105,0.238,0.000,0.000,0.000,0.238,0.004,0.236,1.335,0.003,0.000,0.001,0.002,0.004,0.007,0.196,0.002,0.002,0.330,120.545,33.607,2084.997
2070-2100_MAM,324.553,276.317,24.684,22.301,4.187,0.015,0.000,0.015,20.129,386.617,-62.064,223.817,161.753,0.582,0.363,0.191,0.221,0.266,0.000,0.000,0.000,0.266,0.015,0.256,0.859,0.015,0.006,0.005,0.004,0.016,0.024,0.413,0.014,0.010,0.359,130.976,32.519,2085.000
2070-2100_JJA,383.436,312.936,34.884,12.144,5.036,0.001,0.000,0.001,29.492,438.022,-54.586,253.478,198.893,0.716,0.576,0.311,0.303,0.007,0.000,0.000,0.000,0.007,0.000,0.007,0.012,0.002,0.000,0.000,0.002,0.000,0.000,0.229,0.001,-0.000,0.019,6.796,3.665,2085.000
2070-2100_SON,316.572,233.824,24.549,20.596,4.115,0.006,0.000,0.006,19.294,382.330,-65.758,189.398,123.640,0.445,0.342,0.191,0.170,0.089,0.000,0.000,0.000,0.089,0.002,0.080,0.394,0.002,0.000,0.001,0.001,0.002,0.004,0.118,0.001,0.010,0.154,56.294,26.880,2085.000
