catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,378.179,290.516,30.475,31.476,2.939,0.022,0.000,0.022,28.316,431.121,-52.942,235.318,182.376,0.657,0.354,0.251,0.267,0.441,0.000,0.000,0.000,0.441,0.020,0.402,0.895,0.016,0.009,0.004,0.003,0.023,0.020,0.328,0.016,0.039,0.527,192.517,39.979,2030.000
1,436.375,275.366,32.081,46.808,3.880,0.020,0.000,0.020,32.052,452.809,-16.434,223.046,206.612,0.744,0.372,0.272,0.307,0.369,0.000,0.000,0.000,0.369,0.055,0.304,0.790,0.051,0.038,0.010,0.003,0.056,0.046,0.330,0.050,0.065,0.479,174.868,45.566,2030.000
2,437.687,275.925,32.057,44.085,3.602,0.023,0.000,0.023,32.098,453.097,-15.410,223.500,208.090,0.749,0.377,0.271,0.309,0.428,0.000,0.000,0.000,0.428,0.059,0.359,0.874,0.055,0.040,0.011,0.004,0.060,0.051,0.411,0.054,0.069,0.553,201.895,51.122,2030.000
3,427.174,273.240,32.056,43.133,3.333,0.024,0.000,0.024,31.751,451.079,-23.905,221.325,197.420,0.711,0.358,0.271,0.293,0.705,0.000,0.000,0.000,0.705,0.059,0.622,1.412,0.052,0.029,0.015,0.008,0.062,0.072,0.819,0.051,0.083,0.580,211.629,-34.243,2030.000
4,392.590,281.374,31.404,33.241,2.690,0.027,0.000,0.027,29.856,440.039,-47.449,227.913,180.463,0.650,0.343,0.263,0.266,0.047,0.000,0.000,0.000,0.047,0.000,0.046,0.093,0.003,0.000,0.000,0.003,0.000,0.000,0.276,0.002,0.001,0.645,235.438,218.118,2030.000
5,434.681,275.062,32.173,42.742,3.392,0.025,0.000,0.025,32.171,453.551,-18.869,222.800,203.931,0.734,0.371,0.273,0.303,0.746,0.000,0.000,0.000,0.746,0.052,0.674,1.519,0.044,0.022,0.014,0.008,0.049,0.072,0.810,0.044,0.072,0.591,215.761,-46.185,2030.000
6,433.456,275.008,32.010,46.737,3.918,0.020,0.000,0.020,31.897,451.892,-18.436,222.757,204.321,0.736,0.371,0.271,0.303,0.354,0.000,0.000,0.000,0.354,0.049,0.294,0.760,0.046,0.033,0.010,0.004,0.051,0.044,0.353,0.045,0.059,0.480,175.040,51.043,2030.000
7,434.967,275.396,32.036,45.231,3.725,0.021,0.000,0.021,31.999,452.506,-17.539,223.071,205.532,0.740,0.374,0.271,0.305,0.474,0.000,0.000,0.000,0.474,0.062,0.400,0.926,0.058,0.042,0.012,0.005,0.064,0.055,0.466,0.057,0.074,0.515,188.125,21.209,2030.000
8,435.952,275.452,32.039,44.950,3.679,0.022,0.000,0.022,32.030,452.688,-16.736,223.116,206.380,0.743,0.374,0.271,0.307,0.428,0.000,0.000,0.000,0.428,0.059,0.359,0.874,0.055,0.040,0.011,0.004,0.060,0.051,0.411,0.054,0.069,0.524,191.119,40.345,2030.000
9,431.824,274.136,31.812,46.702,4.028,0.021,0.000,0.021,31.535,449.768,-17.943,222.050,204.107,0.735,0.373,0.268,0.303,0.358,0.000,0.000,0.000,0.358,0.049,0.299,0.769,0.046,0.033,0.010,0.003,0.051,0.043,0.346,0.045,0.059,0.497,181.335,55.792,2030.000
10,430.847,274.260,32.286,43.775,3.685,0.032,0.000,0.032,31.668,450.607,-19.760,222.151,202.391,0.729,0.373,0.275,0.301,0.956,0.000,0.000,0.000,0.956,0.050,0.883,2.149,0.041,0.010,0.018,0.013,0.051,0.088,1.288,0.040,0.073,0.758,276.735,-60.265,2030.000
11,439.504,276.374,32.040,43.160,3.530,0.025,0.000,0.025,32.111,453.185,-13.681,223.863,210.182,0.757,0.381,0.271,0.312,0.387,0.000,0.000,0.000,0.387,0.050,0.327,0.820,0.047,0.033,0.010,0.004,0.052,0.045,0.371,0.046,0.061,0.592,216.121,80.170,2030.000
12,402.211,280.566,31.112,33.521,2.744,0.029,0.000,0.029,29.977,441.131,-38.921,227.258,188.337,0.678,0.351,0.261,0.277,0.633,0.000,0.000,0.000,0.633,0.033,0.580,1.652,0.031,0.008,0.010,0.012,0.035,0.053,1.217,0.030,0.053,0.694,253.165,30.530,2030.000
13,425.910,276.540,32.286,39.804,3.039,0.028,0.000,0.028,32.106,453.227,-27.317,223.998,196.681,0.708,0.360,0.275,0.293,0.980,0.000,0.000,0.000,0.980,0.071,0.885,1.983,0.060,0.027,0.021,0.012,0.068,0.102,1.189,0.060,0.095,0.665,242.814,-101.887,2030.000
14,441.899,277.027,32.021,42.316,3.470,0.027,0.000,0.027,32.134,453.335,-11.436,224.392,212.956,0.767,0.385,0.271,0.316,0.534,0.000,0.000,0.000,0.534,0.045,0.475,1.010,0.041,0.024,0.011,0.006,0.047,0.056,0.545,0.040,0.058,0.644,234.979,47.037,2030.000
15,441.841,277.012,32.029,42.332,3.461,0.027,0.000,0.027,32.148,453.419,-11.578,224.380,212.802,0.766,0.384,0.271,0.316,0.534,0.000,0.000,0.000,0.534,0.045,0.475,1.010,0.041,0.024,0.011,0.006,0.047,0.056,0.545,0.040,0.058,0.640,233.774,45.832,2030.000
16,379.032,284.554,30.891,28.488,2.480,0.028,0.000,0.028,28.813,434.058,-55.026,230.489,175.463,0.632,0.339,0.256,0.258,0.083,0.000,0.000,0.000,0.083,0.000,0.084,0.166,0.013,0.000,0.000,0.013,0.000,0.000,1.302,0.013,-0.001,0.661,241.322,205.823,2030.000
17,366.524,287.881,29.837,25.513,2.524,0.025,0.000,0.025,27.287,425.435,-58.911,233.183,174.272,0.627,0.343,0.244,0.253,0.129,0.000,0.000,0.000,0.129,0.001,0.122,0.260,0.002,0.000,0.000,0.002,0.001,0.001,0.227,0.001,0.006,0.608,221.984,176.865,2030.000
18,415.139,274.787,32.214,39.779,2.668,0.054,0.000,0.054,31.158,447.629,-32.490,222.577,190.087,0.684,0.343,0.274,0.283,0.482,0.000,0.000,0.000,0.482,0.021,0.447,1.227,0.020,0.006,0.006,0.007,0.023,0.035,0.738,0.019,0.035,1.285,468.977,298.664,2030.000
