catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,325.972,277.378,24.873,24.123,2.882,0.015,0.000,0.015,20.937,390.994,-65.021,224.676,159.655,0.575,0.312,0.192,0.219,0.177,0.000,0.000,0.000,0.177,0.019,0.160,0.473,0.019,0.012,0.004,0.003,0.010,0.018,0.302,0.018,0.018,0.363,132.333,67.355,2060.000
1,368.443,275.626,28.074,29.284,2.901,0.008,0.000,0.008,25.224,413.865,-45.422,223.257,177.835,0.640,0.343,0.223,0.254,0.164,0.000,0.000,0.000,0.164,0.006,0.159,0.406,0.007,0.001,0.002,0.003,0.006,0.012,0.321,0.006,0.005,0.198,72.152,12.066,2060.000
2,365.044,275.103,27.411,29.472,2.880,0.010,0.000,0.010,24.555,410.194,-45.150,222.833,177.683,0.640,0.337,0.216,0.252,0.196,0.000,0.000,0.000,0.196,0.007,0.190,0.489,0.008,0.002,0.003,0.004,0.008,0.015,0.398,0.007,0.006,0.247,90.041,18.049,2060.000
3,361.015,270.928,27.551,28.062,2.714,0.011,0.000,0.011,24.605,410.557,-49.543,219.452,169.909,0.612,0.327,0.218,0.241,0.380,0.000,0.000,0.000,0.380,0.018,0.365,0.950,0.019,0.003,0.008,0.008,0.018,0.037,0.824,0.019,0.015,0.267,97.302,-42.632,2060.000
4,335.820,271.093,25.858,24.525,2.585,0.016,0.000,0.016,22.254,397.999,-62.180,219.585,157.406,0.567,0.305,0.202,0.219,0.232,0.000,0.000,0.000,0.232,0.005,0.231,0.673,0.005,0.000,0.001,0.004,0.005,0.007,0.444,0.005,0.001,0.379,138.501,52.647,2060.000
5,363.061,273.404,27.372,28.836,2.783,0.011,0.000,0.011,24.500,409.924,-46.863,221.457,174.594,0.629,0.332,0.216,0.247,0.346,0.000,0.000,0.000,0.346,0.012,0.335,0.766,0.012,0.002,0.004,0.006,0.010,0.021,0.604,0.011,0.011,0.270,98.390,-27.731,2060.000
6,367.839,275.583,27.978,29.573,2.950,0.008,0.000,0.008,25.095,413.138,-45.299,223.222,177.923,0.641,0.344,0.222,0.254,0.136,0.000,0.000,0.000,0.136,0.005,0.132,0.320,0.005,0.001,0.002,0.002,0.005,0.008,0.243,0.004,0.004,0.199,72.595,23.125,2060.000
7,366.438,275.133,27.670,29.647,2.897,0.009,0.000,0.009,24.817,411.614,-45.176,222.857,177.682,0.640,0.339,0.219,0.253,0.222,0.000,0.000,0.000,0.222,0.008,0.214,0.549,0.009,0.002,0.003,0.005,0.009,0.017,0.457,0.008,0.007,0.224,81.762,0.462,2060.000
8,366.157,275.141,27.618,29.604,2.884,0.010,0.000,0.010,24.771,411.363,-45.206,222.864,177.658,0.640,0.339,0.218,0.252,0.196,0.000,0.000,0.000,0.196,0.007,0.190,0.489,0.008,0.002,0.003,0.004,0.008,0.015,0.398,0.007,0.006,0.229,83.464,11.471,2060.000
9,365.688,276.038,27.671,29.842,3.065,0.009,0.000,0.009,24.678,410.834,-45.146,223.591,178.444,0.642,0.346,0.219,0.254,0.138,0.000,0.000,0.000,0.138,0.004,0.134,0.324,0.005,0.001,0.002,0.002,0.005,0.008,0.239,0.004,0.004,0.207,75.621,25.146,2060.000
10,360.682,276.324,27.296,28.994,2.930,0.015,0.000,0.015,24.203,408.390,-47.708,223.822,176.114,0.634,0.337,0.216,0.249,0.507,0.000,0.000,0.000,0.507,0.025,0.483,1.383,0.024,0.003,0.011,0.010,0.024,0.053,0.954,0.024,0.024,0.348,127.184,-57.946,2060.000
11,363.379,275.052,27.111,29.448,2.899,0.011,0.000,0.011,24.218,408.365,-44.986,222.792,177.807,0.640,0.336,0.213,0.251,0.154,0.000,0.000,0.000,0.154,0.005,0.150,0.363,0.005,0.001,0.002,0.003,0.005,0.008,0.259,0.004,0.004,0.270,98.716,42.530,2060.000
12,337.875,269.571,24.932,27.248,2.638,0.019,0.000,0.019,21.440,393.937,-56.061,218.352,162.291,0.584,0.300,0.194,0.223,0.508,0.000,0.000,0.000,0.508,0.031,0.491,1.793,0.031,0.005,0.014,0.013,0.030,0.064,1.256,0.031,0.017,0.451,164.545,-26.079,2060.000
13,357.489,272.281,26.997,28.056,2.655,0.014,0.000,0.014,24.014,407.386,-49.898,220.547,170.650,0.614,0.322,0.212,0.241,0.475,0.000,0.000,0.000,0.475,0.019,0.457,1.076,0.018,0.002,0.007,0.009,0.017,0.037,0.887,0.019,0.018,0.332,121.099,-52.613,2060.000
14,360.888,274.824,26.657,29.416,2.937,0.013,0.000,0.013,23.684,405.486,-44.598,222.608,178.010,0.641,0.335,0.208,0.250,0.282,0.000,0.000,0.000,0.282,0.012,0.272,0.733,0.013,0.002,0.005,0.006,0.012,0.025,0.598,0.013,0.009,0.303,110.699,6.706,2060.000
15,361.137,274.844,26.700,29.409,2.928,0.013,0.000,0.013,23.740,405.790,-44.653,222.624,177.971,0.641,0.335,0.209,0.250,0.282,0.000,0.000,0.000,0.282,0.012,0.272,0.733,0.013,0.002,0.005,0.006,0.012,0.025,0.598,0.013,0.009,0.301,109.969,5.976,2060.000
16,325.031,269.924,24.695,23.935,2.549,0.019,0.000,0.019,20.739,389.993,-64.962,218.639,153.676,0.553,0.293,0.190,0.210,0.726,0.001,0.002,0.001,0.727,0.045,0.711,2.307,0.047,0.003,0.023,0.020,0.045,0.107,2.006,0.047,0.015,0.450,164.314,-112.214,2060.000
17,314.159,269.837,23.135,24.467,2.698,0.020,0.000,0.020,18.852,380.139,-65.980,218.568,152.588,0.549,0.286,0.176,0.204,0.237,0.000,0.000,0.000,0.237,0.005,0.236,0.643,0.006,0.000,0.002,0.004,0.005,0.010,0.424,0.005,0.001,0.487,177.713,89.773,2060.000
18,348.185,272.192,26.153,29.225,2.364,0.027,0.000,0.027,23.101,402.566,-54.382,220.476,166.094,0.598,0.299,0.205,0.232,0.391,0.000,0.000,0.000,0.391,0.018,0.383,1.303,0.017,0.002,0.007,0.008,0.017,0.035,0.797,0.017,0.008,0.647,236.046,90.092,2060.000
19,353.139,272.310,26.279,29.442,2.632,0.021,0.000,0.021,23.223,403.168,-50.029,220.571,170.543,0.614,0.313,0.205,0.238,0.934,0.000,0.000,0.001,0.935,0.076,0.870,2.844,0.072,0.013,0.038,0.021,0.071,0.166,2.124,0.072,0.064,0.507,184.983,-158.805,2060.000
