catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,270.267,191.346,14.362,40.925,2.566,0.012,0.000,0.012,9.358,332.732,-62.465,154.990,92.525,0.333,0.152,0.109,0.106,0.102,0.000,0.000,0.000,0.102,0.003,0.131,0.734,0.006,0.001,0.001,0.005,0.003,0.007,0.455,0.006,-0.029,0.277,101.129,51.391,2030.005
1,311.050,185.210,19.641,53.824,2.349,0.007,0.000,0.007,15.946,364.517,-53.467,150.020,96.553,0.348,0.159,0.143,0.122,0.137,0.000,0.000,0.000,0.137,0.004,0.162,0.878,0.007,0.000,0.002,0.005,0.005,0.009,0.461,0.006,-0.025,0.169,61.762,0.241,2030.005
2,307.953,182.996,19.023,56.057,2.412,0.008,0.000,0.008,15.287,361.217,-53.264,148.227,94.963,0.342,0.153,0.138,0.119,0.160,0.000,0.000,0.000,0.160,0.006,0.186,1.031,0.009,0.001,0.003,0.006,0.006,0.013,0.559,0.009,-0.026,0.204,74.431,3.531,2030.005
3,303.050,180.678,18.712,51.856,2.274,0.009,0.000,0.009,14.561,357.721,-54.670,146.350,91.679,0.330,0.152,0.137,0.115,0.282,0.000,0.000,0.000,0.282,0.010,0.311,1.637,0.013,0.000,0.003,0.010,0.010,0.018,0.979,0.012,-0.029,0.205,74.904,-43.108,2030.005
4,278.733,184.257,15.556,43.241,2.296,0.012,0.000,0.012,10.666,338.894,-60.160,149.248,89.088,0.321,0.147,0.116,0.105,0.259,0.000,0.000,0.000,0.259,0.006,0.291,1.729,0.005,0.000,0.001,0.004,0.006,0.011,0.348,0.004,-0.032,0.283,103.354,-4.506,2030.005
5,305.650,181.447,18.756,54.899,2.351,0.009,0.000,0.009,14.881,359.222,-53.572,146.972,93.400,0.336,0.151,0.136,0.117,0.199,0.000,0.000,0.000,0.199,0.005,0.228,1.113,0.010,0.000,0.001,0.008,0.005,0.010,0.816,0.009,-0.028,0.216,78.765,-7.698,2030.005
6,310.833,184.879,19.617,54.322,2.396,0.007,0.000,0.007,15.918,364.374,-53.541,149.752,96.211,0.346,0.159,0.143,0.122,0.094,0.000,0.000,0.000,0.094,0.002,0.121,0.687,0.005,0.000,0.001,0.004,0.002,0.005,0.397,0.004,-0.028,0.169,61.658,15.943,2030.005
7,309.529,183.727,19.332,55.511,2.397,0.008,0.000,0.008,15.630,362.931,-53.402,148.819,95.417,0.344,0.155,0.141,0.120,0.176,0.000,0.000,0.000,0.176,0.007,0.202,1.155,0.010,0.001,0.003,0.006,0.008,0.016,0.629,0.010,-0.026,0.187,68.428,-8.769,2030.005
8,309.294,183.467,19.279,55.691,2.394,0.008,0.000,0.008,15.574,362.648,-53.354,148.608,95.254,0.343,0.155,0.140,0.120,0.160,0.000,0.000,0.000,0.160,0.006,0.186,1.031,0.009,0.001,0.003,0.006,0.006,0.013,0.559,0.009,-0.026,0.191,69.612,-1.287,2030.005
9,309.335,184.038,19.391,55.403,2.489,0.007,0.000,0.007,15.657,363.057,-53.722,149.071,95.349,0.343,0.157,0.141,0.120,0.095,0.000,0.000,0.000,0.095,0.002,0.122,0.676,0.005,0.000,0.001,0.004,0.002,0.005,0.390,0.004,-0.027,0.170,62.024,16.159,2030.005
10,300.890,181.947,18.050,54.701,2.406,0.010,0.000,0.010,13.965,354.715,-53.825,147.377,93.552,0.337,0.149,0.131,0.115,0.278,0.000,0.000,0.000,0.278,0.011,0.308,1.886,0.016,0.000,0.004,0.012,0.011,0.021,1.163,0.016,-0.029,0.241,88.010,-30.089,2030.005
11,306.037,182.342,18.669,56.575,2.452,0.009,0.000,0.009,14.886,359.220,-53.182,147.697,94.515,0.340,0.151,0.136,0.118,0.103,0.000,0.000,0.000,0.103,0.003,0.130,0.753,0.005,0.000,0.001,0.004,0.003,0.005,0.424,0.004,-0.028,0.220,80.283,31.105,2030.005
