catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,321.723,225.194,23.860,33.326,2.359,0.014,0.000,0.014,19.908,385.672,-63.949,182.407,118.459,0.426,0.234,0.182,0.161,0.281,0.000,0.000,0.000,0.281,0.015,0.275,0.941,0.016,0.001,0.008,0.007,0.015,0.039,0.653,0.015,0.006,0.336,122.691,16.763,2030.000
1,369.374,213.834,26.806,46.280,2.479,0.015,0.000,0.015,24.326,408.963,-39.589,173.205,133.616,0.481,0.241,0.209,0.189,0.250,0.000,0.000,0.000,0.250,0.035,0.219,0.845,0.036,0.022,0.008,0.006,0.043,0.038,0.556,0.035,0.031,0.361,131.637,39.004,2030.000
2,366.457,213.337,26.214,46.847,2.428,0.016,0.000,0.016,23.712,405.640,-39.183,172.803,133.620,0.481,0.237,0.203,0.188,0.283,0.000,0.000,0.000,0.283,0.039,0.246,0.953,0.040,0.023,0.010,0.007,0.047,0.048,0.661,0.040,0.037,0.384,140.074,35.862,2030.000
3,361.155,210.875,26.362,44.139,2.278,0.016,0.000,0.016,23.648,405.384,-44.230,170.809,126.579,0.456,0.230,0.205,0.178,0.420,0.000,0.000,0.000,0.420,0.048,0.378,1.513,0.052,0.023,0.017,0.012,0.055,0.076,1.178,0.052,0.042,0.387,141.292,-15.552,2030.000
4,332.476,216.822,24.780,35.733,2.116,0.016,0.000,0.016,21.183,392.375,-59.899,175.626,115.727,0.417,0.223,0.191,0.160,0.140,0.000,0.000,0.000,0.140,0.006,0.109,0.673,0.004,0.000,0.003,0.002,0.006,0.013,0.154,0.003,0.031,0.396,144.378,103.353,2030.000
5,364.099,212.225,26.188,45.800,2.336,0.016,0.000,0.016,23.626,405.215,-41.116,171.902,130.786,0.471,0.233,0.203,0.184,0.376,0.000,0.000,0.000,0.376,0.020,0.364,1.242,0.024,0.004,0.009,0.011,0.019,0.043,1.101,0.025,0.012,0.396,144.449,2.292,2030.000
6,368.380,213.585,26.729,46.601,2.523,0.015,0.000,0.015,24.205,408.286,-39.906,173.004,133.098,0.479,0.241,0.208,0.188,0.228,0.000,0.000,0.000,0.228,0.018,0.216,0.796,0.019,0.006,0.007,0.005,0.018,0.034,0.543,0.018,0.013,0.358,130.595,45.263,2030.000
7,367.285,213.327,26.460,46.849,2.462,0.015,0.000,0.015,23.955,406.934,-39.649,172.794,133.146,0.479,0.238,0.206,0.188,0.307,0.000,0.000,0.000,0.307,0.041,0.267,1.032,0.043,0.025,0.011,0.007,0.026,0.051,0.734,0.042,0.040,0.370,135.062,22.220,2030.000
8,367.190,213.256,26.413,46.880,2.448,0.016,0.000,0.016,23.914,406.716,-39.526,172.737,133.211,0.480,0.237,0.205,0.188,0.283,0.000,0.000,0.000,0.283,0.039,0.246,0.953,0.040,0.023,0.010,0.007,0.047,0.048,0.661,0.040,0.037,0.372,135.875,31.663,2030.000
9,366.039,212.990,26.433,47.282,2.626,0.015,0.000,0.015,23.798,406.053,-40.014,172.522,132.508,0.477,0.241,0.205,0.187,0.227,0.000,0.000,0.000,0.227,0.017,0.215,0.783,0.019,0.006,0.007,0.005,0.018,0.033,0.533,0.018,0.012,0.357,130.441,45.370,2030.000
