catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,322.208,246.768,23.181,32.460,2.693,0.015,0.000,0.015,19.387,383.822,-61.614,199.882,138.269,0.498,0.262,0.181,0.187,0.248,0.000,0.000,0.000,0.248,0.011,0.241,0.741,0.011,0.003,0.004,0.004,0.011,0.019,0.430,0.010,0.006,0.369,134.741,42.930,
1,369.247,237.977,26.461,44.043,2.908,0.013,0.000,0.013,24.161,408.756,-39.509,192.761,153.252,0.552,0.277,0.209,0.217,0.234,0.000,0.000,0.000,0.234,0.027,0.212,0.738,0.027,0.016,0.006,0.004,0.029,0.029,0.417,0.026,0.022,0.304,111.121,24.475,
2,367.222,237.222,25.986,44.108,2.838,0.015,0.000,0.015,23.682,406.234,-39.013,192.150,153.137,0.551,0.274,0.205,0.216,0.271,0.000,0.000,0.000,0.271,0.030,0.245,0.844,0.030,0.017,0.008,0.005,0.032,0.036,0.508,0.029,0.026,0.351,128.198,27.957,
3,361.069,234.402,25.979,41.783,2.657,0.015,0.000,0.015,23.406,404.862,-43.793,189.866,146.073,0.526,0.265,0.205,0.206,0.449,0.000,0.000,0.000,0.449,0.035,0.418,1.385,0.035,0.014,0.011,0.010,0.037,0.054,0.948,0.035,0.031,0.361,131.702,-33.504,
4,332.989,238.986,24.191,34.181,2.429,0.018,0.000,0.018,20.741,390.966,-57.977,193.579,135.602,0.488,0.253,0.190,0.187,0.172,0.000,0.000,0.000,0.172,0.005,0.171,0.802,0.005,0.000,0.002,0.003,0.005,0.011,0.312,0.005,0.001,0.421,153.650,89.525,
5,364.803,235.920,25.930,43.060,2.723,0.015,0.000,0.015,23.559,405.648,-40.845,191.095,150.250,0.541,0.270,0.205,0.212,0.424,0.000,0.000,0.000,0.424,0.024,0.405,1.182,0.024,0.007,0.008,0.008,0.023,0.041,0.836,0.024,0.020,0.372,135.711,-20.693,
6,368.112,237.720,26.395,44.308,2.953,0.013,0.000,0.013,24.057,408.163,-40.051,192.553,152.502,0.549,0.277,0.209,0.216,0.212,0.000,0.000,0.000,0.212,0.021,0.195,0.663,0.021,0.011,0.006,0.004,0.021,0.027,0.391,0.020,0.017,0.305,111.180,32.599,
7,367.528,237.309,26.187,44.306,2.877,0.014,0.000,0.014,23.875,407.225,-39.697,192.221,152.523,0.549,0.275,0.207,0.215,0.298,0.000,0.000,0.000,0.298,0.032,0.270,0.923,0.032,0.018,0.008,0.006,0.029,0.039,0.571,0.032,0.028,0.328,119.740,9.476,
8,367.614,237.233,26.149,44.278,2.858,0.014,0.000,0.014,23.847,407.079,-39.464,192.159,152.694,0.550,0.274,0.206,0.215,0.271,0.000,0.000,0.000,0.271,0.030,0.245,0.844,0.030,0.017,0.008,0.005,0.032,0.036,0.508,0.029,0.026,0.333,121.507,21.266,
9,366.248,237.229,26.135,44.826,3.058,0.013,0.000,0.013,23.697,406.186,-39.938,192.155,152.217,0.548,0.277,0.206,0.215,0.214,0.000,0.000,0.000,0.214,0.021,0.197,0.661,0.021,0.011,0.006,0.004,0.020,0.026,0.384,0.020,0.016,0.313,114.239,35.006,
