catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,330.827,245.723,24.255,31.978,2.720,0.017,0.000,0.017,20.576,390.214,-59.387,199.035,139.649,0.503,0.271,0.192,0.192,0.268,0.000,0.000,0.000,0.268,0.029,0.239,0.735,0.029,0.017,0.007,0.005,0.031,0.033,0.471,0.028,0.029,0.407,148.390,50.838,
1,374.840,237.758,27.521,42.639,2.938,0.012,0.000,0.012,25.469,416.221,-41.381,192.584,151.203,0.544,0.285,0.222,0.216,0.219,0.000,0.000,0.000,0.219,0.020,0.199,0.651,0.020,0.011,0.005,0.004,0.020,0.026,0.391,0.019,0.020,0.284,103.825,24.110,
2,372.738,236.980,27.100,42.590,2.863,0.014,0.000,0.014,25.034,413.941,-41.204,191.954,150.750,0.543,0.283,0.218,0.215,0.255,0.000,0.000,0.000,0.255,0.023,0.232,0.746,0.023,0.012,0.006,0.005,0.023,0.030,0.476,0.022,0.023,0.330,120.445,27.855,
3,367.588,233.996,27.065,40.564,2.682,0.015,0.000,0.015,24.696,412.159,-44.571,189.537,144.966,0.522,0.273,0.218,0.207,0.435,0.000,0.000,0.000,0.435,0.032,0.403,1.302,0.032,0.011,0.012,0.010,0.030,0.057,0.951,0.032,0.032,0.355,129.570,-28.966,
4,341.444,238.107,25.294,33.476,2.451,0.019,0.000,0.019,21.983,397.766,-56.322,192.867,136.545,0.492,0.262,0.202,0.190,0.179,0.000,0.000,0.000,0.179,0.006,0.172,0.744,0.006,0.001,0.002,0.003,0.006,0.012,0.327,0.006,0.006,0.446,162.938,97.957,
5,370.720,235.621,27.055,41.611,2.746,0.015,0.000,0.015,24.910,413.342,-42.622,190.853,148.230,0.534,0.278,0.218,0.211,0.403,0.000,0.000,0.000,0.403,0.020,0.383,1.064,0.020,0.004,0.008,0.008,0.020,0.041,0.774,0.020,0.020,0.355,129.500,-17.555,
6,373.762,237.467,27.457,42.887,2.983,0.012,0.000,0.012,25.363,415.614,-41.852,192.348,150.496,0.542,0.285,0.221,0.215,0.186,0.000,0.000,0.000,0.186,0.010,0.176,0.548,0.010,0.003,0.004,0.003,0.008,0.018,0.331,0.009,0.010,0.284,103.546,36.142,
7,373.077,237.066,27.276,42.830,2.904,0.013,0.000,0.013,25.204,414.805,-41.728,192.023,150.295,0.541,0.283,0.220,0.214,0.282,0.000,0.000,0.000,0.282,0.025,0.257,0.826,0.025,0.013,0.007,0.005,0.025,0.034,0.543,0.024,0.025,0.307,112.125,9.540,
8,373.145,236.985,27.245,42.790,2.884,0.013,0.000,0.013,25.181,414.689,-41.544,191.958,150.414,0.541,0.283,0.219,0.215,0.255,0.000,0.000,0.000,0.255,0.023,0.232,0.746,0.023,0.012,0.006,0.005,0.023,0.030,0.476,0.022,0.023,0.312,113.795,21.205,
9,372.399,236.874,27.217,43.348,3.087,0.012,0.000,0.012,25.015,413.682,-41.284,191.868,150.584,0.542,0.286,0.219,0.215,0.187,0.000,0.000,0.000,0.187,0.010,0.178,0.546,0.010,0.003,0.004,0.003,0.008,0.018,0.324,0.009,0.010,0.289,105.318,37.358,
10,368.389,236.101,26.875,41.985,2.907,0.018,0.000,0.018,24.391,410.579,-42.190,191.242,149.052,0.537,0.281,0.217,0.212,0.532,0.000,0.000,0.000,0.532,0.029,0.503,1.618,0.029,0.005,0.012,0.012,0.028,0.057,1.208,0.029,0.029,0.429,156.449,-37.611,
11,372.026,236.884,26.882,42.466,2.859,0.015,0.000,0.015,24.789,412.669,-40.643,191.876,151.233,0.544,0.283,0.216,0.215,0.203,0.000,0.000,0.000,0.203,0.010,0.193,0.595,0.010,0.003,0.004,0.004,0.009,0.019,0.349,0.009,0.010,0.353,128.964,55.321,
12,344.665,235.135,24.627,35.858,2.490,0.020,0.000,0.020,21.607,396.244,-51.579,190.459,138.881,0.500,0.258,0.198,0.192,0.452,0.009,0.045,0.009,0.461,0.029,0.432,2.114,0.029,0.005,0.011,0.012,0.029,0.053,1.178,0.029,0.019,0.489,178.470,10.211,
13,364.601,235.534,26.673,39.662,2.574,0.017,0.000,0.017,24.322,410.358,-45.757,190.783,145.026,0.522,0.271,0.215,0.206,0.536,0.000,0.000,0.000,0.536,0.031,0.505,1.397,0.031,0.007,0.013,0.011,0.029,0.061,1.134,0.031,0.031,0.411,150.124,-45.437,
14,370.621,236.750,26.501,42.325,2.870,0.016,0.000,0.016,24.356,410.432,-39.810,191.768,151.957,0.547,0.282,0.213,0.215,0.331,0.000,0.000,0.000,0.331,0.023,0.308,1.009,0.023,0.008,0.008,0.007,0.021,0.041,0.675,0.022,0.023,0.386,140.726,20.093,
15,370.826,236.775,26.541,42.310,2.862,0.016,0.000,0.016,24.406,410.695,-39.869,191.788,151.919,0.547,0.282,0.213,0.215,0.331,0.000,0.000,0.000,0.331,0.023,0.308,1.009,0.023,0.008,0.008,0.007,0.021,0.041,0.675,0.022,0.023,0.384,139.994,19.361,
16,330.443,237.894,24.211,30.986,2.371,0.021,0.000,0.021,20.496,390.003,-59.560,192.694,133.134,0.479,0.255,0.193,0.183,0.459,0.005,0.019,0.005,0.464,0.035,0.429,1.956,0.035,0.007,0.015,0.013,0.035,0.068,1.313,0.035,0.030,0.493,179.847,10.568,
17,319.438,238.054,22.751,29.996,2.489,0.021,0.000,0.021,18.723,380.821,-61.383,192.824,131.441,0.473,0.252,0.180,0.178,0.207,0.000,0.000,0.000,0.207,0.011,0.196,0.731,0.011,0.003,0.004,0.004,0.012,0.020,0.387,0.010,0.011,0.497,181.457,106.136,
18,354.888,233.494,25.729,40.092,2.288,0.030,0.000,0.030,22.892,402.803,-47.915,189.130,141.215,0.508,0.254,0.208,0.198,0.352,0.000,0.001,0.000,0.352,0.017,0.336,1.441,0.017,0.003,0.006,0.007,0.017,0.030,0.742,0.016,0.016,0.726,264.928,136.491,
19,361.155,234.404,25.987,40.627,2.547,0.024,0.000,0.024,23.413,405.571,-44.416,189.867,145.451,0.524,0.266,0.210,0.205,0.777,0.009,0.040,0.009,0.786,0.059,0.727,2.839,0.059,0.009,0.028,0.022,0.055,0.126,2.134,0.059,0.050,0.582,212.559,-74.346,
20,368.818,236.069,26.812,43.560,3.428,0.014,0.000,0.014,24.090,408.714,-39.897,191.216,151.319,0.545,0.293,0.216,0.215,0.243,0.000,0.000,0.000,0.243,0.010,0.233,0.705,0.010,0.001,0.004,0.005,0.010,0.020,0.463,0.009,0.010,0.347,126.595,38.198,
21,370.739,236.274,26.504,41.705,2.787,0.017,0.000,0.017,24.386,410.777,-40.039,191.382,151.344,0.545,0.280,0.214,0.214,0.281,0.000,0.000,0.000,0.281,0.015,0.267,0.757,0.015,0.004,0.005,0.005,0.013,0.026,0.513,0.014,0.015,0.402,146.898,44.576,
22,322.708,237.313,22.284,33.004,2.446,0.024,0.000,0.024,18.647,380.891,-58.183,192.223,134.040,0.483,0.244,0.178,0.180,0.692,0.060,0.819,0.060,0.752,0.106,0.646,4.716,0.106,0.023,0.054,0.030,0.101,0.229,2.928,0.107,0.046,0.587,214.124,-60.532,
23,309.586,248.600,21.722,28.882,2.820,0.018,0.000,0.018,17.431,373.937,-64.350,201.366,137.016,0.493,0.265,0.171,0.182,0.452,0.009,0.045,0.009,0.461,0.029,0.432,2.114,0.029,0.005,0.011,0.012,0.029,0.053,1.178,0.029,0.019,0.435,158.764,-9.496,
24,304.799,248.025,20.712,29.640,2.705,0.021,0.000,0.021,16.468,369.095,-64.296,200.900,136.605,0.492,0.253,0.162,0.179,0.692,0.060,0.819,0.060,0.752,0.106,0.646,4.716,0.106,0.023,0.054,0.030,0.101,0.229,2.928,0.107,0.046,0.495,180.764,-93.892,
25,369.698,234.087,27.061,39.296,2.490,0.020,0.000,0.020,24.915,414.091,-44.393,189.611,145.218,0.523,0.270,0.222,0.207,0.246,0.000,0.000,0.000,0.246,0.011,0.234,1.175,0.011,0.001,0.005,0.006,0.012,0.023,0.585,0.011,0.011,0.471,171.749,82.318,
26,369.495,236.041,26.232,41.941,2.822,0.017,0.000,0.017,24.060,409.034,-39.538,191.193,151.655,0.546,0.280,0.211,0.214,0.331,0.000,0.000,0.000,0.331,0.023,0.308,1.009,0.023,0.008,0.008,0.007,0.021,0.041,0.675,0.022,0.023,0.409,149.187,28.554,
27,355.588,232.963,26.013,36.847,2.235,0.026,0.000,0.026,23.269,405.309,-49.721,188.700,138.980,0.500,0.255,0.213,0.196,1.031,0.000,0.000,0.000,1.031,0.110,0.921,3.274,0.110,0.033,0.049,0.027,0.095,0.214,2.719,0.110,0.110,0.627,228.903,-147.304,
