catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,282.003,191.265,16.469,40.132,2.632,0.012,0.000,0.012,11.508,342.953,-60.949,154.924,93.975,0.338,0.166,0.122,0.112,0.107,0.000,0.000,0.000,0.107,0.004,0.132,0.684,0.010,0.001,0.003,0.005,0.005,0.013,0.543,0.009,-0.024,0.288,105.184,53.789,2084.997
1,322.125,187.425,21.506,50.489,2.370,0.007,0.000,0.007,17.826,374.059,-51.934,151.814,99.880,0.360,0.175,0.158,0.130,0.155,0.000,0.000,0.000,0.155,0.005,0.167,0.774,0.009,0.001,0.004,0.004,0.005,0.018,0.444,0.009,-0.011,0.170,61.900,-2.113,2084.997
2,318.997,185.109,20.873,52.668,2.443,0.009,0.000,0.009,17.138,370.549,-51.551,149.938,98.387,0.354,0.169,0.153,0.127,0.181,0.000,0.000,0.000,0.181,0.007,0.192,0.926,0.011,0.001,0.005,0.005,0.007,0.020,0.532,0.010,-0.011,0.222,81.126,7.535,2084.997
3,314.407,182.210,20.659,49.075,2.301,0.009,0.000,0.009,16.532,367.585,-53.178,147.590,94.412,0.340,0.167,0.151,0.122,0.323,0.000,0.000,0.000,0.323,0.016,0.316,1.600,0.020,0.003,0.008,0.009,0.015,0.040,0.931,0.021,0.007,0.219,79.859,-43.232,2084.997
4,290.425,184.488,17.661,41.984,2.346,0.012,0.000,0.012,12.809,349.213,-58.788,149.435,90.647,0.326,0.161,0.130,0.111,0.284,0.000,0.000,0.000,0.284,0.009,0.274,1.503,0.007,0.001,0.003,0.003,0.009,0.017,0.313,0.007,0.009,0.293,106.868,4.218,2084.997
5,316.774,183.352,20.648,51.730,2.382,0.010,0.000,0.010,16.778,368.743,-51.969,148.515,96.546,0.348,0.166,0.151,0.124,0.227,0.000,0.000,0.000,0.227,0.008,0.231,1.027,0.013,0.000,0.005,0.008,0.008,0.024,0.772,0.013,-0.005,0.237,86.681,-2.529,2084.997
6,321.892,187.137,21.477,51.007,2.418,0.007,0.000,0.007,17.785,373.846,-51.954,151.581,99.628,0.359,0.175,0.158,0.130,0.118,0.000,0.000,0.000,0.118,0.004,0.134,0.654,0.008,0.000,0.004,0.004,0.004,0.016,0.428,0.007,-0.016,0.172,62.680,11.031,2084.997
7,320.574,185.895,21.187,52.135,2.424,0.008,0.000,0.008,17.487,372.324,-51.750,150.575,98.824,0.356,0.171,0.155,0.128,0.198,0.000,0.000,0.000,0.198,0.008,0.208,1.043,0.012,0.001,0.005,0.006,0.009,0.024,0.597,0.012,-0.010,0.199,72.456,-7.711,2084.997
8,320.327,185.632,21.136,52.315,2.420,0.008,0.000,0.008,17.431,372.037,-51.711,150.362,98.651,0.355,0.170,0.155,0.128,0.181,0.000,0.000,0.000,0.181,0.007,0.192,0.926,0.011,0.001,0.005,0.005,0.007,0.020,0.532,0.010,-0.011,0.204,74.431,0.840,2084.997
9,320.309,186.500,21.228,52.153,2.507,0.008,0.000,0.008,17.489,372.330,-52.021,151.065,99.044,0.357,0.174,0.155,0.129,0.118,0.000,0.000,0.000,0.118,0.004,0.133,0.640,0.008,0.000,0.004,0.004,0.003,0.016,0.421,0.007,-0.016,0.180,65.780,14.516,2084.997
