catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,274.825,191.697,15.201,39.895,2.656,0.012,0.000,0.012,10.213,336.816,-61.991,155.274,93.283,0.336,0.160,0.114,0.109,0.113,0.000,0.000,0.000,0.113,0.001,0.114,0.548,0.005,0.000,0.000,0.005,0.001,0.002,0.450,0.003,-0.001,0.292,106.717,63.770,2060.000
1,315.468,186.934,20.470,51.178,2.404,0.007,0.000,0.007,16.736,368.536,-53.067,151.416,98.349,0.354,0.169,0.150,0.126,0.143,0.000,0.000,0.000,0.143,0.004,0.152,0.706,0.006,0.000,0.001,0.004,0.004,0.008,0.425,0.005,-0.009,0.163,59.629,2.521,2060.000
2,312.327,184.553,19.843,53.522,2.481,0.009,0.000,0.009,16.058,365.114,-52.787,149.488,96.702,0.348,0.163,0.145,0.123,0.169,0.000,0.000,0.000,0.169,0.006,0.177,0.861,0.008,0.000,0.002,0.005,0.006,0.013,0.511,0.006,-0.009,0.209,76.234,9.188,2060.000
3,307.547,181.938,19.562,49.650,2.336,0.009,0.000,0.009,15.376,361.815,-54.268,147.370,93.102,0.335,0.161,0.143,0.118,0.311,0.000,0.000,0.000,0.311,0.021,0.312,1.716,0.023,0.005,0.009,0.009,0.019,0.043,0.913,0.023,-0.001,0.211,77.089,-44.955,2060.000
4,283.333,184.710,16.419,41.958,2.374,0.012,0.000,0.012,11.528,343.065,-59.732,149.615,89.883,0.324,0.155,0.122,0.107,0.282,0.000,0.000,0.000,0.282,0.014,0.289,1.681,0.012,0.003,0.005,0.004,0.012,0.025,0.388,0.011,-0.007,0.296,108.181,-1.420,2060.000
5,310.055,182.855,19.590,52.520,2.421,0.009,0.000,0.009,15.667,363.180,-53.125,148.113,94.988,0.342,0.161,0.143,0.120,0.215,0.000,0.000,0.000,0.215,0.008,0.220,1.041,0.012,0.000,0.004,0.007,0.008,0.021,0.707,0.011,-0.005,0.224,81.853,-2.527,2060.000
6,315.245,186.608,20.444,51.703,2.452,0.007,0.000,0.007,16.702,368.362,-53.118,151.153,98.035,0.353,0.169,0.149,0.126,0.104,0.000,0.000,0.000,0.104,0.002,0.109,0.522,0.004,0.000,0.001,0.003,0.002,0.004,0.340,0.003,-0.005,0.164,59.923,18.850,2060.000
7,313.916,185.360,20.156,52.927,2.460,0.008,0.000,0.008,16.406,366.868,-52.952,150.141,97.190,0.350,0.165,0.147,0.124,0.186,0.000,0.000,0.000,0.186,0.007,0.194,0.985,0.009,0.000,0.003,0.006,0.007,0.016,0.577,0.008,-0.009,0.188,68.489,-5.440,2060.000
8,313.673,185.085,20.104,53.124,2.457,0.008,0.000,0.008,16.349,366.578,-52.905,149.919,97.014,0.349,0.164,0.147,0.124,0.169,0.000,0.000,0.000,0.169,0.006,0.177,0.861,0.008,0.000,0.002,0.005,0.006,0.013,0.511,0.006,-0.009,0.192,70.168,3.122,2060.000
9,313.712,185.838,20.210,52.851,2.541,0.007,0.000,0.007,16.426,366.960,-53.248,150.529,97.280,0.350,0.167,0.147,0.125,0.104,0.000,0.000,0.000,0.104,0.002,0.109,0.513,0.004,0.000,0.001,0.003,0.002,0.004,0.335,0.003,-0.005,0.169,61.789,20.943,2060.000
10,305.476,183.732,18.909,52.522,2.454,0.011,0.000,0.011,14.789,358.821,-53.345,148.823,95.478,0.344,0.159,0.138,0.120,0.275,0.000,0.000,0.000,0.275,0.011,0.281,1.696,0.016,0.000,0.005,0.011,0.011,0.026,1.050,0.016,-0.006,0.253,92.520,-15.906,2060.000
11,310.405,183.824,19.482,54.108,2.529,0.010,0.000,0.010,15.650,363.063,-52.658,148.898,96.240,0.346,0.161,0.142,0.122,0.111,0.000,0.000,0.000,0.111,0.002,0.116,0.571,0.004,0.000,0.001,0.004,0.002,0.005,0.358,0.003,-0.005,0.230,83.971,40.398,2060.000
12,284.855,178.560,15.604,46.635,2.416,0.016,0.000,0.016,10.991,340.787,-55.932,144.634,88.702,0.319,0.144,0.118,0.104,0.347,0.038,0.181,0.038,0.384,0.026,0.385,3.628,0.024,0.002,0.011,0.011,0.026,0.055,1.105,0.024,-0.038,0.385,140.582,-8.794,2060.000
13,303.231,181.813,18.612,50.483,2.365,0.011,0.000,0.011,14.423,357.079,-53.848,147.269,93.421,0.336,0.156,0.136,0.116,0.285,0.000,0.000,0.000,0.285,0.014,0.285,1.336,0.019,0.001,0.008,0.010,0.013,0.035,1.020,0.019,-0.000,0.272,99.352,-11.618,2060.000
14,306.638,182.902,18.776,54.611,2.598,0.011,0.000,0.011,14.850,359.072,-52.435,148.151,95.716,0.345,0.158,0.137,0.120,0.239,0.000,0.000,0.000,0.239,0.014,0.245,1.421,0.015,0.002,0.007,0.007,0.013,0.033,0.660,0.014,-0.006,0.258,94.054,-0.661,2060.000
15,307.032,182.968,18.844,54.557,2.589,0.011,0.000,0.011,14.930,359.474,-52.443,148.204,95.762,0.345,0.158,0.137,0.120,0.239,0.000,0.000,0.000,0.239,0.014,0.245,1.421,0.015,0.002,0.007,0.007,0.013,0.033,0.660,0.014,-0.006,0.256,93.496,-1.220,2060.000
16,274.088,181.958,14.792,40.123,2.376,0.016,0.000,0.016,9.638,334.065,-59.977,147.386,87.409,0.315,0.148,0.111,0.101,0.688,0.019,0.075,0.019,0.708,0.056,0.676,4.077,0.046,0.007,0.025,0.013,0.055,0.118,1.315,0.046,0.012,0.375,136.995,-126.525,2060.000
17,264.888,179.195,12.992,40.029,2.543,0.018,0.000,0.018,7.736,325.214,-60.326,145.148,84.822,0.305,0.141,0.101,0.094,0.243,0.000,0.000,0.000,0.243,0.009,0.246,1.292,0.009,0.001,0.003,0.004,0.008,0.018,0.417,0.008,-0.003,0.429,156.683,64.149,2060.000
18,289.433,178.997,16.481,50.614,2.085,0.017,0.000,0.017,11.910,344.772,-55.338,144.988,89.649,0.323,0.139,0.121,0.107,0.289,0.001,0.004,0.001,0.290,0.013,0.297,2.255,0.012,0.001,0.005,0.007,0.013,0.027,0.688,0.012,-0.008,0.416,152.010,39.185,2060.000
19,295.757,179.394,17.266,51.760,2.349,0.015,0.000,0.015,12.912,349.643,-53.886,145.310,91.423,0.329,0.147,0.126,0.111,0.500,0.036,0.161,0.035,0.535,0.043,0.519,4.046,0.044,0.001,0.023,0.019,0.043,0.105,1.885,0.044,-0.019,0.363,132.654,-72.777,2060.000
20,306.686,185.558,19.209,53.249,2.689,0.008,0.000,0.008,15.105,360.338,-53.651,150.302,96.651,0.348,0.165,0.140,0.122,0.137,0.000,0.000,0.000,0.137,0.007,0.137,0.747,0.009,0.001,0.003,0.005,0.005,0.012,0.493,0.008,-0.000,0.191,69.808,16.946,2060.000
21,304.818,181.970,18.433,53.890,2.559,0.011,0.000,0.011,14.435,357.043,-52.225,147.396,95.171,0.343,0.156,0.134,0.118,0.151,0.000,0.000,0.000,0.151,0.004,0.156,0.683,0.007,0.000,0.001,0.005,0.004,0.008,0.507,0.005,-0.004,0.273,99.532,40.773,2060.000
22,266.034,176.949,12.428,43.355,2.492,0.022,0.000,0.021,7.473,324.248,-58.214,143.329,85.115,0.306,0.132,0.099,0.093,0.925,0.227,3.245,0.225,1.150,0.199,0.973,10.575,0.174,0.045,0.100,0.029,0.184,0.429,2.899,0.174,-0.047,0.519,189.557,-229.133,2060.000
23,256.721,188.767,11.811,39.394,2.897,0.017,0.000,0.017,6.613,319.922,-63.201,152.901,89.701,0.323,0.145,0.094,0.097,0.347,0.038,0.181,0.038,0.384,0.026,0.385,3.628,0.024,0.002,0.011,0.011,0.026,0.055,1.105,0.024,-0.038,0.410,149.538,0.162,2060.000
24,252.650,187.564,10.728,40.284,2.810,0.020,0.000,0.020,5.596,315.326,-62.676,151.927,89.251,0.321,0.137,0.088,0.094,0.925,0.227,3.245,0.225,1.150,0.199,0.973,10.575,0.174,0.045,0.100,0.029,0.184,0.429,2.899,0.174,-0.047,0.484,176.586,-242.103,2060.000
25,301.773,179.316,18.135,50.439,2.346,0.013,0.000,0.013,13.880,354.340,-52.567,145.246,92.678,0.334,0.152,0.132,0.114,0.408,0.000,0.000,0.000,0.408,0.022,0.417,2.755,0.017,0.001,0.009,0.007,0.022,0.047,0.663,0.016,-0.009,0.315,114.808,-43.524,2060.000
26,302.609,181.522,18.003,54.219,2.611,0.012,0.000,0.012,13.949,354.657,-52.048,147.033,94.984,0.342,0.154,0.131,0.117,0.239,0.000,0.000,0.000,0.239,0.014,0.245,1.421,0.015,0.002,0.007,0.007,0.013,0.033,0.660,0.014,-0.006,0.279,101.772,7.057,2060.000
27,290.044,176.927,16.458,47.133,2.149,0.018,0.000,0.018,11.819,344.497,-54.453,143.311,88.857,0.320,0.143,0.122,0.106,0.717,0.000,0.000,0.000,0.717,0.091,0.650,4.721,0.093,0.015,0.052,0.026,0.082,0.222,2.569,0.094,0.067,0.432,157.514,-113.804,2060.000
28,298.889,178.552,17.889,49.383,2.154,0.016,0.000,0.016,13.450,352.212,-53.323,144.627,91.304,0.329,0.148,0.130,0.112,0.347,0.000,0.000,0.000,0.347,0.023,0.341,1.971,0.029,0.002,0.013,0.014,0.022,0.058,1.407,0.029,0.006,0.379,138.388,3.191,2060.000
