catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,322.496,274.515,24.023,28.081,2.812,0.024,0.000,0.024,20.127,386.643,-64.147,222.357,158.210,0.570,0.295,0.184,0.214,0.267,0.000,0.000,0.000,0.267,0.007,0.255,0.717,0.007,0.000,0.002,0.004,0.007,0.013,0.426,0.006,0.012,0.583,212.830,117.740,2060.000
1,363.924,272.089,27.364,33.349,2.842,0.014,0.000,0.014,24.543,410.002,-46.078,220.392,174.313,0.628,0.324,0.215,0.247,0.290,0.000,0.000,0.000,0.290,0.012,0.277,0.758,0.012,0.003,0.004,0.005,0.012,0.022,0.540,0.012,0.013,0.331,120.962,15.429,2060.000
2,360.496,271.050,26.667,34.222,2.824,0.018,0.000,0.018,23.854,406.243,-45.746,219.550,173.804,0.626,0.316,0.208,0.244,0.341,0.000,0.000,0.000,0.341,0.016,0.325,0.902,0.016,0.004,0.006,0.007,0.016,0.028,0.671,0.016,0.016,0.424,154.683,30.399,2060.000
3,356.691,267.314,26.803,32.448,2.661,0.018,0.000,0.018,23.867,406.412,-49.721,216.524,166.803,0.600,0.308,0.209,0.235,0.639,0.000,0.000,0.000,0.639,0.049,0.598,1.702,0.046,0.013,0.020,0.013,0.049,0.089,1.296,0.046,0.040,0.440,160.659,-74.448,2060.000
4,332.083,267.886,25.011,28.691,2.522,0.025,0.000,0.025,21.416,393.434,-61.351,216.987,155.636,0.560,0.288,0.193,0.214,0.371,0.000,0.000,0.000,0.371,0.025,0.356,1.220,0.023,0.006,0.011,0.007,0.026,0.051,0.669,0.022,0.015,0.604,220.436,82.289,2060.000
5,358.524,269.340,26.611,33.642,2.730,0.019,0.000,0.019,23.768,405.807,-47.283,218.165,170.882,0.615,0.311,0.207,0.240,0.533,0.000,0.000,0.000,0.533,0.023,0.508,1.239,0.021,0.004,0.008,0.009,0.024,0.039,0.901,0.021,0.025,0.460,167.771,-25.361,2060.000
6,363.483,271.999,27.271,33.696,2.892,0.014,0.000,0.014,24.428,409.363,-45.880,220.319,174.439,0.628,0.324,0.214,0.247,0.228,0.000,0.000,0.000,0.228,0.006,0.218,0.547,0.006,0.001,0.002,0.004,0.006,0.011,0.395,0.006,0.009,0.334,121.967,40.285,2060.000
7,362.030,271.277,26.947,34.126,2.842,0.016,0.000,0.016,24.139,407.788,-45.758,219.734,173.976,0.626,0.319,0.211,0.245,0.379,0.000,0.000,0.000,0.379,0.019,0.360,1.003,0.018,0.004,0.007,0.008,0.019,0.034,0.762,0.018,0.019,0.381,139.099,1.160,2060.000
8,361.714,271.232,26.891,34.153,2.829,0.016,0.000,0.016,24.090,407.517,-45.803,219.698,173.895,0.626,0.318,0.210,0.245,0.341,0.000,0.000,0.000,0.341,0.016,0.325,0.902,0.016,0.004,0.006,0.007,0.016,0.028,0.671,0.016,0.016,0.390,142.503,18.219,2060.000
9,361.426,272.345,26.952,34.119,3.007,0.015,0.000,0.015,24.027,407.160,-45.734,220.600,174.866,0.630,0.325,0.211,0.247,0.229,0.000,0.000,0.000,0.229,0.006,0.220,0.545,0.006,0.001,0.002,0.004,0.006,0.010,0.386,0.005,0.009,0.349,127.325,45.236,2060.000
