catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,272.928,190.957,14.724,41.249,2.596,0.014,0.000,0.014,9.742,334.580,-61.652,154.675,93.024,0.335,0.154,0.111,0.107,0.145,0.000,0.000,0.000,0.145,0.003,0.146,0.723,0.005,0.000,0.001,0.004,0.003,0.006,0.430,0.004,-0.001,0.336,122.751,67.887,2060.000
1,313.595,185.413,20.002,52.965,2.380,0.010,0.000,0.010,16.302,366.331,-52.736,150.185,97.449,0.351,0.163,0.146,0.124,0.211,0.000,0.000,0.000,0.211,0.014,0.200,1.051,0.013,0.003,0.005,0.004,0.014,0.027,0.399,0.012,0.011,0.251,91.498,14.100,2060.000
2,310.368,183.260,19.364,55.119,2.436,0.013,0.000,0.013,15.630,362.949,-52.581,148.441,95.860,0.345,0.156,0.141,0.121,0.242,0.000,0.000,0.000,0.242,0.018,0.228,1.234,0.017,0.005,0.007,0.005,0.018,0.034,0.492,0.016,0.014,0.307,111.878,23.015,2060.000
3,305.608,180.755,19.079,51.232,2.298,0.012,0.000,0.012,14.928,359.568,-53.960,146.412,92.452,0.333,0.155,0.139,0.116,0.385,0.000,0.000,0.000,0.385,0.033,0.344,1.956,0.031,0.009,0.014,0.008,0.034,0.066,0.838,0.032,0.040,0.293,106.763,-30.419,2060.000
4,281.387,183.956,15.929,43.257,2.322,0.015,0.000,0.015,11.055,340.784,-59.397,149.005,89.607,0.323,0.150,0.118,0.106,0.302,0.000,0.000,0.000,0.302,0.012,0.294,1.743,0.010,0.002,0.005,0.003,0.013,0.024,0.304,0.009,0.008,0.350,127.908,17.251,2060.000
5,308.081,181.662,19.104,54.053,2.374,0.013,0.000,0.013,15.231,360.986,-52.904,147.146,94.242,0.339,0.154,0.139,0.118,0.276,0.000,0.000,0.000,0.276,0.017,0.257,1.286,0.017,0.003,0.007,0.007,0.018,0.034,0.695,0.018,0.019,0.319,116.560,16.344,2060.000
6,313.358,185.108,19.975,53.454,2.429,0.011,0.000,0.011,16.272,366.171,-52.813,149.938,97.125,0.350,0.163,0.146,0.124,0.169,0.000,0.000,0.000,0.169,0.013,0.157,0.877,0.014,0.006,0.003,0.004,0.008,0.018,0.386,0.013,0.011,0.252,92.084,29.923,2060.000
7,311.988,183.975,19.680,54.580,2.426,0.012,0.000,0.012,15.976,364.684,-52.696,149.020,96.324,0.347,0.159,0.143,0.122,0.263,0.000,0.000,0.000,0.263,0.020,0.246,1.386,0.019,0.005,0.008,0.006,0.020,0.040,0.558,0.019,0.017,0.281,102.536,5.818,2060.000
8,311.737,183.724,19.626,54.760,2.421,0.012,0.000,0.012,15.919,364.395,-52.657,148.816,96.159,0.346,0.158,0.143,0.122,0.242,0.000,0.000,0.000,0.242,0.018,0.228,1.234,0.017,0.005,0.007,0.005,0.018,0.034,0.492,0.016,0.014,0.287,104.610,15.748,2060.000
9,311.803,184.352,19.744,54.523,2.525,0.011,0.000,0.011,16.003,364.812,-53.008,149.325,96.317,0.347,0.161,0.144,0.122,0.167,0.000,0.000,0.000,0.167,0.013,0.156,0.859,0.013,0.005,0.004,0.004,0.014,0.020,0.383,0.012,0.011,0.260,95.017,33.386,2060.000
