catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,378.507,290.485,30.689,31.186,2.911,0.021,0.000,0.021,28.533,432.362,-53.855,235.293,181.438,0.653,0.354,0.254,0.266,0.402,0.000,0.000,0.000,0.402,0.014,0.386,0.848,0.010,0.001,0.006,0.004,0.012,0.027,0.347,0.010,0.017,0.498,181.802,37.466,2030.000
1,439.341,273.104,32.322,45.926,3.863,0.014,0.000,0.014,32.278,454.145,-14.804,221.215,206.411,0.743,0.376,0.275,0.307,0.268,0.000,0.000,0.000,0.268,0.021,0.245,0.589,0.020,0.010,0.006,0.004,0.022,0.029,0.357,0.020,0.023,0.347,126.718,30.098,2030.000
2,439.500,273.573,32.353,43.039,3.575,0.017,0.000,0.017,32.408,454.937,-15.437,221.594,206.157,0.742,0.379,0.275,0.307,0.320,0.000,0.000,0.000,0.320,0.024,0.294,0.643,0.023,0.012,0.007,0.004,0.024,0.033,0.440,0.022,0.026,0.410,149.583,34.008,2030.000
3,428.465,271.603,32.316,42.315,3.311,0.019,0.000,0.019,32.015,452.644,-24.179,219.999,195.819,0.705,0.360,0.275,0.292,0.621,0.000,0.000,0.000,0.621,0.048,0.567,1.251,0.046,0.022,0.013,0.010,0.053,0.064,1.013,0.046,0.054,0.467,170.318,-53.445,2030.000
4,393.098,280.998,31.651,32.737,2.662,0.025,0.000,0.025,30.105,441.494,-48.396,227.609,179.213,0.645,0.343,0.266,0.265,0.047,0.000,0.000,0.000,0.047,0.001,0.050,0.103,0.005,0.000,0.000,0.004,0.001,0.002,0.409,0.004,-0.003,0.591,215.844,196.158,2030.000
5,435.937,272.925,32.473,41.722,3.365,0.019,0.000,0.019,32.487,455.429,-19.492,221.069,201.577,0.726,0.372,0.277,0.301,0.628,0.000,0.000,0.000,0.628,0.032,0.591,1.242,0.029,0.010,0.011,0.009,0.033,0.054,0.878,0.029,0.037,0.454,165.870,-60.387,2030.000
6,436.171,272.607,32.257,45.821,3.900,0.014,0.000,0.014,32.134,453.291,-17.121,220.811,203.691,0.733,0.375,0.274,0.303,0.229,0.000,0.000,0.000,0.229,0.008,0.218,0.456,0.007,0.001,0.003,0.003,0.007,0.015,0.322,0.006,0.010,0.345,126.074,44.048,2030.000
7,437.234,273.023,32.314,44.236,3.700,0.016,0.000,0.016,32.280,454.168,-16.934,221.148,204.214,0.735,0.377,0.275,0.304,0.363,0.000,0.000,0.000,0.363,0.026,0.334,0.701,0.026,0.013,0.008,0.005,0.027,0.037,0.507,0.025,0.029,0.377,137.559,6.505,2030.000
8,438.081,273.057,32.322,43.938,3.654,0.016,0.000,0.016,32.319,454.403,-16.322,221.176,204.854,0.737,0.377,0.275,0.305,0.320,0.000,0.000,0.000,0.320,0.024,0.294,0.643,0.023,0.012,0.007,0.004,0.024,0.033,0.440,0.022,0.026,0.383,139.926,24.350,2030.000
9,434.401,271.266,32.079,45.682,4.005,0.015,0.000,0.015,31.797,451.310,-16.909,219.725,202.816,0.730,0.376,0.272,0.301,0.232,0.000,0.000,0.000,0.232,0.007,0.222,0.464,0.007,0.001,0.003,0.003,0.007,0.015,0.313,0.006,0.010,0.353,128.840,45.686,2030.000
