catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,316.972,276.951,23.433,26.814,2.898,0.019,0.000,0.019,19.412,382.964,-65.992,224.330,158.339,0.570,0.295,0.179,0.213,0.208,0.000,0.000,0.000,0.208,0.008,0.210,0.643,0.011,0.002,0.004,0.004,0.009,0.021,0.433,0.010,-0.002,0.451,164.696,84.513,2030.000
1,357.896,274.169,26.921,31.975,2.885,0.012,0.000,0.012,23.938,406.705,-48.809,222.077,173.268,0.624,0.324,0.211,0.244,0.237,0.000,0.000,0.000,0.237,0.010,0.241,0.694,0.013,0.003,0.005,0.006,0.010,0.023,0.549,0.012,-0.004,0.282,103.105,10.808,2030.000
2,354.428,273.177,26.242,32.534,2.888,0.015,0.000,0.015,23.244,402.942,-48.514,221.274,172.759,0.622,0.318,0.203,0.242,0.276,0.000,0.000,0.000,0.276,0.013,0.278,0.812,0.016,0.003,0.006,0.007,0.013,0.030,0.661,0.016,-0.002,0.349,127.313,20.257,2030.000
3,350.639,269.574,26.347,30.914,2.716,0.015,0.000,0.015,23.228,402.968,-52.328,218.355,166.027,0.598,0.309,0.205,0.232,0.489,0.000,0.000,0.000,0.489,0.028,0.470,1.360,0.030,0.005,0.013,0.012,0.027,0.059,1.216,0.029,0.019,0.358,130.804,-51.489,2030.000
4,326.276,270.408,24.445,27.342,2.600,0.020,0.000,0.020,20.699,389.693,-63.417,219.031,155.614,0.560,0.289,0.188,0.212,0.306,0.000,0.000,0.000,0.306,0.012,0.303,0.992,0.013,0.001,0.005,0.007,0.011,0.026,0.726,0.013,0.002,0.479,174.722,59.278,2030.000
5,352.438,271.532,26.175,31.925,2.795,0.016,0.000,0.016,23.142,402.429,-49.991,219.941,169.950,0.612,0.313,0.203,0.237,0.471,0.000,0.000,0.000,0.471,0.021,0.454,1.150,0.019,0.000,0.010,0.009,0.021,0.049,0.905,0.019,0.017,0.374,136.480,-36.331,2030.000
6,357.512,274.055,26.833,32.300,2.937,0.012,0.000,0.012,23.831,406.108,-48.597,221.985,173.388,0.624,0.325,0.210,0.244,0.213,0.000,0.000,0.000,0.213,0.006,0.217,0.567,0.007,0.000,0.002,0.004,0.006,0.014,0.432,0.006,-0.003,0.285,104.167,22.767,2030.000
7,356.017,273.373,26.519,32.578,2.898,0.013,0.000,0.013,23.537,404.521,-48.504,221.432,172.928,0.623,0.320,0.206,0.243,0.306,0.000,0.000,0.000,0.306,0.015,0.306,0.902,0.019,0.004,0.007,0.008,0.016,0.036,0.745,0.018,-0.000,0.319,116.436,-1.959,2030.000
8,355.698,273.331,26.465,32.570,2.887,0.014,0.000,0.014,23.487,404.247,-48.549,221.398,172.849,0.622,0.319,0.206,0.242,0.276,0.000,0.000,0.000,0.276,0.013,0.278,0.812,0.016,0.003,0.006,0.007,0.013,0.030,0.661,0.016,-0.002,0.326,118.841,11.786,2030.000
9,355.535,274.329,26.517,32.667,3.052,0.012,0.000,0.012,23.436,403.954,-48.419,222.207,173.788,0.626,0.326,0.206,0.244,0.214,0.000,0.000,0.000,0.214,0.006,0.217,0.561,0.007,0.000,0.002,0.004,0.006,0.013,0.422,0.006,-0.003,0.300,109.463,28.019,2030.000
10,350.013,274.159,25.959,32.150,2.927,0.020,0.000,0.020,22.750,400.404,-50.391,222.069,171.678,0.618,0.316,0.201,0.239,0.664,0.000,0.000,0.000,0.664,0.040,0.624,1.968,0.036,0.003,0.020,0.014,0.038,0.090,1.348,0.036,0.041,0.482,175.751,-65.030,2030.000
11,352.579,272.973,25.917,32.645,2.915,0.016,0.000,0.016,22.879,400.980,-48.400,221.108,172.708,0.622,0.316,0.200,0.240,0.230,0.000,0.000,0.000,0.230,0.007,0.233,0.612,0.007,0.000,0.003,0.005,0.007,0.015,0.457,0.007,-0.003,0.379,138.499,50.938,2030.000
12,327.696,267.627,23.465,30.658,2.677,0.025,0.000,0.025,19.852,385.497,-57.801,216.778,158.977,0.572,0.281,0.180,0.214,0.655,0.006,0.013,0.006,0.661,0.049,0.628,2.516,0.048,0.006,0.023,0.019,0.048,0.106,1.882,0.049,0.027,0.597,217.960,-29.090,2030.000
13,346.758,270.447,25.704,31.266,2.677,0.019,0.000,0.019,22.535,399.288,-52.531,219.062,166.531,0.600,0.303,0.199,0.231,0.633,0.000,0.000,0.000,0.633,0.034,0.603,1.568,0.033,0.002,0.019,0.013,0.033,0.084,1.261,0.032,0.030,0.446,162.786,-69.060,2030.000
14,349.602,272.608,25.397,32.809,2.964,0.017,0.000,0.017,22.271,397.741,-48.139,220.813,172.674,0.622,0.314,0.195,0.239,0.370,0.000,0.000,0.000,0.370,0.018,0.361,1.091,0.020,0.002,0.008,0.009,0.018,0.040,0.900,0.019,0.009,0.420,153.141,14.297,2030.000
15,349.891,272.635,25.447,32.791,2.954,0.017,0.000,0.017,22.334,398.078,-48.187,220.834,172.647,0.622,0.314,0.196,0.239,0.370,0.000,0.000,0.000,0.370,0.018,0.361,1.091,0.020,0.002,0.008,0.009,0.018,0.040,0.900,0.019,0.009,0.417,152.247,13.404,2030.000
16,315.902,269.065,23.194,26.878,2.578,0.024,0.000,0.024,19.136,381.569,-65.667,217.943,152.276,0.548,0.277,0.177,0.204,0.956,0.002,0.003,0.002,0.958,0.094,0.906,3.354,0.094,0.022,0.045,0.027,0.083,0.196,2.626,0.094,0.050,0.573,209.184,-155.935,2030.000
17,305.360,268.560,21.572,27.617,2.738,0.026,0.000,0.026,17.252,371.891,-66.531,217.533,151.002,0.544,0.269,0.163,0.197,0.313,0.000,0.000,0.000,0.313,0.023,0.302,0.957,0.025,0.007,0.010,0.007,0.025,0.045,0.725,0.024,0.011,0.630,229.964,111.012,2030.000
18,337.279,269.682,24.605,32.914,2.380,0.036,0.000,0.036,21.363,393.184,-55.905,218.442,162.537,0.585,0.280,0.189,0.222,0.508,0.000,0.000,0.000,0.508,0.026,0.492,1.814,0.025,0.003,0.010,0.012,0.025,0.048,1.178,0.024,0.016,0.853,311.325,122.680,2030.000
19,341.928,269.933,24.831,33.038,2.658,0.028,0.000,0.028,21.600,394.365,-52.436,218.645,166.209,0.598,0.293,0.191,0.228,1.286,0.009,0.022,0.009,1.295,0.167,1.147,4.388,0.157,0.034,0.092,0.031,0.154,0.385,3.051,0.157,0.139,0.674,245.869,-229.994,2030.000
20,350.026,276.977,26.026,32.300,3.369,0.016,0.000,0.016,22.597,399.513,-49.487,224.352,174.864,0.630,0.334,0.202,0.244,0.236,0.000,0.000,0.000,0.236,0.007,0.236,0.571,0.007,0.000,0.002,0.005,0.007,0.013,0.497,0.007,0.000,0.390,142.315,53.655,2030.000
21,349.251,271.782,25.373,32.683,2.904,0.018,0.000,0.018,22.255,397.737,-48.486,220.143,171.658,0.618,0.311,0.195,0.237,0.317,0.000,0.000,0.000,0.317,0.011,0.317,0.770,0.011,0.000,0.005,0.006,0.011,0.025,0.635,0.010,0.000,0.440,160.692,41.355,2030.000
22,307.869,267.626,20.924,31.180,2.711,0.033,0.000,0.033,16.951,370.689,-62.819,216.777,153.957,0.554,0.259,0.159,0.199,1.586,0.062,2.287,0.299,1.885,0.477,1.555,9.002,0.484,0.187,0.243,0.054,0.372,0.992,5.367,0.487,0.030,0.797,291.018,-454.258,2030.000
23,296.445,278.616,20.525,27.267,3.102,0.024,0.000,0.024,15.992,365.322,-68.877,225.679,156.802,0.564,0.279,0.154,0.201,0.655,0.006,0.013,0.006,0.661,0.049,0.628,2.516,0.048,0.006,0.023,0.019,0.048,0.106,1.882,0.049,0.027,0.573,209.276,-37.775,2030.000
24,291.596,277.231,19.407,28.657,3.011,0.028,0.000,0.028,14.951,360.142,-68.546,224.557,156.011,0.562,0.265,0.145,0.197,1.586,0.062,2.287,0.299,1.885,0.477,1.555,9.002,0.484,0.187,0.243,0.054,0.372,0.992,5.367,0.487,0.030,0.679,247.795,-497.481,2030.000
25,350.293,268.704,25.917,31.900,2.644,0.022,0.000,0.022,22.846,401.149,-50.856,217.650,166.794,0.600,0.301,0.202,0.232,0.466,0.000,0.000,0.000,0.466,0.027,0.460,1.638,0.029,0.005,0.011,0.013,0.023,0.052,1.311,0.029,0.006,0.524,191.221,12.794,2030.000
26,347.753,271.367,25.074,33.064,2.956,0.019,0.000,0.019,21.891,395.788,-48.035,219.807,171.772,0.618,0.310,0.192,0.237,0.370,0.000,0.000,0.000,0.370,0.018,0.361,1.091,0.020,0.002,0.008,0.009,0.018,0.040,0.900,0.019,0.009,0.448,163.480,24.636,2030.000
27,338.276,266.371,24.819,31.630,2.401,0.032,0.000,0.032,21.515,394.287,-56.011,215.761,159.750,0.575,0.280,0.193,0.219,1.612,0.000,0.000,0.000,1.612,0.291,1.334,4.756,0.282,0.107,0.139,0.036,0.233,0.576,3.575,0.282,0.278,0.758,276.708,-313.137,2030.000
28,347.660,269.393,25.869,31.614,2.442,0.029,0.000,0.029,22.758,400.670,-53.010,218.208,165.198,0.595,0.293,0.201,0.230,0.780,0.000,0.000,0.000,0.780,0.056,0.730,2.129,0.054,0.005,0.031,0.017,0.052,0.135,1.713,0.054,0.050,0.690,251.713,-34.178,2030.000
29,343.756,273.548,25.384,32.709,2.929,0.027,0.000,0.027,22.016,396.541,-52.785,221.574,168.789,0.608,0.308,0.196,0.233,0.239,0.000,0.000,0.000,0.239,0.007,0.239,0.582,0.008,0.000,0.002,0.005,0.007,0.013,0.510,0.007,0.000,0.655,239.172,149.243,2030.000
30,344.593,267.062,25.712,31.587,2.246,0.035,0.000,0.035,22.530,399.480,-54.888,216.321,161.433,0.581,0.283,0.200,0.224,1.612,0.000,0.000,0.000,1.612,0.291,1.334,4.756,0.282,0.107,0.139,0.036,0.233,0.576,3.575,0.282,0.278,0.832,303.752,-286.092,2030.000
31,304.411,262.818,19.523,35.358,2.787,0.047,0.000,0.047,15.803,365.170,-60.759,212.882,152.123,0.548,0.241,0.150,0.192,1.004,0.039,0.735,0.120,1.124,0.136,1.054,4.626,0.129,0.031,0.072,0.027,0.127,0.306,2.627,0.130,-0.050,1.128,411.727,-20.374,2030.000
32,324.070,264.348,22.899,34.910,2.359,0.041,0.000,0.041,19.465,383.291,-59.221,214.122,154.901,0.558,0.257,0.174,0.207,1.072,0.000,0.000,0.000,1.072,0.119,0.969,3.729,0.110,0.021,0.064,0.025,0.111,0.273,2.434,0.110,0.103,0.981,357.960,-35.699,2030.000
33,313.641,263.531,21.187,34.711,2.576,0.044,0.000,0.043,17.550,373.748,-60.107,213.460,153.353,0.552,0.249,0.162,0.199,1.701,0.000,0.000,0.000,1.701,0.316,1.399,5.110,0.308,0.120,0.148,0.039,0.251,0.613,3.862,0.308,0.302,1.045,381.427,-241.500,2030.000
34,346.625,276.219,24.728,37.260,3.784,0.017,0.000,0.017,21.517,393.550,-46.924,223.738,176.813,0.637,0.326,0.188,0.242,0.420,0.000,0.000,0.000,0.420,0.022,0.404,1.084,0.021,0.001,0.011,0.009,0.021,0.050,0.871,0.021,0.016,0.413,150.644,-4.249,2030.000
35,346.401,277.100,24.791,36.611,3.808,0.016,0.000,0.016,21.531,393.631,-47.230,224.451,177.221,0.638,0.329,0.189,0.243,0.420,0.000,0.000,0.000,0.420,0.022,0.404,1.084,0.021,0.001,0.011,0.009,0.021,0.050,0.871,0.021,0.016,0.393,143.387,-11.506,2030.000
36,344.155,272.715,24.886,35.495,3.298,0.025,0.000,0.025,21.582,394.088,-49.932,220.899,170.967,0.615,0.311,0.191,0.235,0.483,0.000,0.000,0.000,0.483,0.025,0.463,1.255,0.024,0.001,0.013,0.010,0.025,0.057,0.999,0.024,0.020,0.600,218.995,41.227,2030.000
37,345.273,273.177,24.307,38.813,3.700,0.020,0.000,0.020,21.138,391.565,-46.292,221.274,174.981,0.630,0.315,0.184,0.239,0.483,0.000,0.000,0.000,0.483,0.025,0.463,1.255,0.024,0.001,0.013,0.010,0.025,0.057,0.999,0.024,0.020,0.478,174.423,-3.345,2030.000
38,339.896,269.943,24.407,35.906,2.936,0.032,0.000,0.032,21.180,392.019,-52.123,218.653,166.530,0.600,0.292,0.186,0.227,0.483,0.000,0.000,0.000,0.483,0.025,0.463,1.255,0.024,0.001,0.013,0.010,0.025,0.057,0.999,0.024,0.020,0.760,277.440,99.672,2030.000
39,329.450,269.869,23.830,33.135,2.119,0.043,0.000,0.043,20.567,388.905,-59.455,218.594,159.139,0.573,0.264,0.181,0.215,0.780,0.000,0.000,0.000,0.780,0.056,0.730,2.129,0.054,0.005,0.031,0.017,0.052,0.135,1.713,0.054,0.050,1.043,380.836,94.944,2030.000
40,301.873,262.787,19.387,37.077,2.757,0.047,0.000,0.047,15.662,364.045,-62.172,212.857,150.685,0.542,0.237,0.147,0.190,1.220,0.014,0.188,0.046,1.266,0.158,1.182,5.441,0.154,0.032,0.086,0.036,0.147,0.366,3.546,0.154,0.039,1.140,415.955,-71.624,2030.000
41,316.041,265.988,21.732,37.366,2.481,0.044,0.000,0.044,18.277,376.997,-60.956,215.450,154.494,0.556,0.250,0.163,0.203,2.167,0.000,0.000,0.000,2.167,0.448,1.753,6.734,0.436,0.182,0.204,0.049,0.351,0.837,4.899,0.436,0.413,1.063,387.888,-411.132,2030.000
42,313.718,265.526,21.411,37.637,2.468,0.045,0.000,0.045,17.934,375.224,-61.506,215.076,153.570,0.553,0.246,0.160,0.201,2.167,0.000,0.000,0.000,2.167,0.448,1.753,6.734,0.436,0.182,0.204,0.049,0.351,0.837,4.899,0.436,0.413,1.076,392.882,-406.137,2030.000
43,332.490,265.299,23.686,35.761,2.508,0.041,0.000,0.041,20.399,388.046,-55.556,214.892,159.335,0.574,0.268,0.180,0.215,0.732,0.000,0.000,0.000,0.732,0.067,0.668,2.061,0.063,0.010,0.038,0.015,0.062,0.162,1.532,0.063,0.063,0.980,357.661,90.753,2030.000
44,339.987,264.986,23.471,40.177,3.199,0.033,0.000,0.033,20.319,387.423,-47.435,214.638,167.203,0.602,0.285,0.178,0.225,0.806,0.000,0.000,0.000,0.806,0.080,0.729,2.296,0.076,0.013,0.046,0.017,0.073,0.196,1.707,0.076,0.077,0.786,286.869,-7.200,2030.000
45,290.415,264.730,17.893,39.609,3.061,0.047,0.000,0.047,14.072,355.809,-65.394,214.431,149.037,0.537,0.229,0.134,0.183,1.075,0.006,0.052,0.015,1.091,0.107,1.033,4.238,0.101,0.019,0.054,0.028,0.107,0.236,2.725,0.101,0.042,1.131,412.904,-1.147,2030.000
46,300.801,265.425,19.568,40.051,2.695,0.046,0.000,0.046,15.973,365.166,-64.365,214.994,150.629,0.542,0.234,0.145,0.191,2.406,0.000,0.000,0.000,2.407,0.481,1.986,8.838,0.467,0.147,0.260,0.061,0.397,1.058,6.008,0.467,0.420,1.113,406.196,-489.405,2030.000
47,317.273,266.555,21.893,37.181,2.345,0.046,0.000,0.046,18.517,378.246,-60.973,215.910,154.936,0.558,0.248,0.165,0.204,2.167,0.000,0.000,0.000,2.167,0.448,1.753,6.734,0.436,0.182,0.204,0.049,0.351,0.837,4.899,0.436,0.413,1.115,406.807,-392.212,2030.000
48,320.142,266.591,22.378,35.854,2.314,0.045,0.000,0.045,18.990,380.732,-60.591,215.939,155.348,0.559,0.252,0.169,0.206,1.701,0.000,0.000,0.000,1.701,0.316,1.399,5.110,0.308,0.120,0.148,0.039,0.251,0.613,3.862,0.308,0.302,1.072,391.171,-231.757,2030.000
49,342.879,254.817,22.463,48.996,3.216,0.045,0.000,0.045,19.786,384.534,-41.655,206.402,164.747,0.593,0.257,0.168,0.219,1.302,0.000,0.000,0.000,1.302,0.207,1.106,3.927,0.199,0.066,0.104,0.029,0.170,0.435,2.825,0.199,0.195,1.080,394.167,-82.345,2030.000
50,314.813,260.468,21.147,39.853,2.405,0.054,0.000,0.054,17.773,374.499,-59.686,210.979,151.293,0.545,0.237,0.159,0.197,0.992,0.000,0.000,0.000,0.992,0.131,0.871,3.110,0.124,0.033,0.070,0.021,0.115,0.293,2.118,0.124,0.121,1.300,474.381,111.232,2030.000
51,347.108,247.180,22.426,51.762,2.801,0.073,0.000,0.073,19.974,385.699,-38.591,200.216,161.625,0.582,0.239,0.168,0.215,2.206,0.000,0.000,0.000,2.206,0.510,1.733,6.489,0.498,0.236,0.215,0.047,0.387,0.883,4.651,0.498,0.473,1.764,643.722,-170.731,2030.000
52,341.364,248.437,22.298,49.301,2.764,0.064,0.000,0.064,19.541,383.428,-42.064,201.234,159.170,0.573,0.240,0.167,0.211,2.203,0.000,0.000,0.000,2.203,0.636,1.625,8.159,0.626,0.320,0.254,0.052,0.460,1.037,5.113,0.626,0.578,1.542,562.735,-258.783,2030.000
53,343.362,248.343,21.965,52.014,2.959,0.065,0.000,0.065,19.405,382.644,-39.282,201.158,161.876,0.583,0.240,0.164,0.214,2.103,0.000,0.000,0.000,2.103,0.462,1.676,6.089,0.450,0.207,0.198,0.045,0.359,0.813,4.421,0.450,0.427,1.563,570.462,-205.509,2030.000
54,314.641,253.312,20.246,43.779,2.453,0.068,0.000,0.068,16.983,370.526,-55.885,205.183,149.298,0.537,0.224,0.152,0.192,3.257,0.000,0.000,0.000,3.257,0.777,2.557,11.396,0.767,0.254,0.430,0.082,0.627,1.741,8.137,0.767,0.700,1.635,596.711,-616.498,2030.000
55,345.267,245.799,22.148,52.385,2.801,0.072,0.000,0.072,19.640,383.961,-38.694,199.097,160.403,0.577,0.236,0.166,0.213,2.103,0.000,0.000,0.000,2.103,0.462,1.676,6.089,0.450,0.207,0.198,0.045,0.359,0.813,4.421,0.450,0.427,1.735,633.396,-142.576,2030.000
56,341.297,244.319,22.048,50.506,2.617,0.076,0.000,0.076,19.345,382.470,-41.173,197.899,156.726,0.564,0.231,0.165,0.207,2.056,0.000,0.000,0.000,2.056,0.466,1.626,6.124,0.454,0.214,0.197,0.044,0.362,0.807,4.360,0.454,0.430,1.813,661.627,-97.692,2030.000
57,346.961,241.642,22.590,51.195,2.379,0.089,0.000,0.089,20.095,386.474,-39.513,195.730,156.217,0.562,0.227,0.170,0.208,2.056,0.000,0.000,0.000,2.056,0.466,1.626,6.124,0.454,0.214,0.197,0.044,0.362,0.807,4.360,0.454,0.430,2.132,778.272,18.954,2030.000
58,347.596,245.110,22.365,52.479,2.704,0.080,0.000,0.080,19.939,385.566,-37.970,198.539,160.570,0.578,0.234,0.168,0.213,2.103,0.000,0.000,0.000,2.103,0.462,1.676,6.089,0.450,0.207,0.198,0.045,0.359,0.813,4.421,0.450,0.427,1.920,700.866,-75.105,2030.000
