catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,327.766,244.797,23.674,33.791,2.663,0.019,0.000,0.019,20.011,387.192,-59.426,198.286,138.860,0.500,0.261,0.187,0.190,0.288,0.000,0.000,0.000,0.288,0.018,0.270,0.839,0.018,0.008,0.004,0.005,0.012,0.022,0.469,0.017,0.018,0.456,166.551,61.793,
1,373.813,236.401,26.974,44.483,2.923,0.013,0.000,0.013,24.862,412.770,-38.956,191.485,152.528,0.549,0.278,0.216,0.217,0.249,0.000,0.000,0.000,0.249,0.014,0.235,0.763,0.014,0.004,0.005,0.005,0.013,0.024,0.462,0.013,0.014,0.320,116.618,26.173,
2,371.102,235.565,26.530,44.571,2.845,0.016,0.000,0.016,24.414,410.425,-39.323,190.807,151.484,0.545,0.275,0.212,0.215,0.292,0.000,0.000,0.000,0.292,0.017,0.274,0.896,0.017,0.005,0.006,0.006,0.017,0.031,0.577,0.017,0.018,0.375,136.779,30.745,
3,365.600,232.734,26.498,42.475,2.659,0.017,0.000,0.017,24.089,408.742,-43.142,188.515,145.372,0.523,0.266,0.212,0.206,0.494,0.000,0.000,0.000,0.494,0.035,0.458,1.473,0.034,0.010,0.013,0.011,0.034,0.063,1.110,0.034,0.035,0.397,144.976,-34.735,
4,338.481,237.051,24.699,35.315,2.406,0.021,0.000,0.021,21.385,394.514,-56.034,192.012,135.978,0.490,0.253,0.196,0.188,0.207,0.000,0.000,0.000,0.207,0.010,0.197,0.884,0.010,0.002,0.004,0.004,0.011,0.021,0.391,0.010,0.011,0.499,182.097,106.845,
5,368.759,234.236,26.476,43.598,2.726,0.017,0.000,0.017,24.286,409.804,-41.045,189.732,148.686,0.535,0.270,0.211,0.211,0.455,0.000,0.000,0.000,0.455,0.027,0.428,1.196,0.026,0.009,0.009,0.009,0.028,0.042,0.880,0.026,0.027,0.402,146.748,-19.077,
6,372.604,236.145,26.910,44.736,2.968,0.013,0.000,0.013,24.759,412.182,-39.578,191.277,151.700,0.546,0.278,0.215,0.216,0.225,0.000,0.000,0.000,0.225,0.019,0.206,0.698,0.019,0.010,0.005,0.004,0.018,0.024,0.400,0.018,0.019,0.320,116.700,35.193,
7,371.778,235.683,26.716,44.749,2.888,0.014,0.000,0.014,24.594,411.334,-39.557,190.903,151.346,0.545,0.276,0.213,0.215,0.324,0.000,0.000,0.000,0.324,0.020,0.303,0.990,0.019,0.006,0.007,0.007,0.019,0.035,0.658,0.019,0.020,0.347,126.714,8.982,
8,371.775,235.601,26.683,44.723,2.868,0.015,0.000,0.015,24.568,411.207,-39.432,190.837,151.405,0.545,0.275,0.213,0.215,0.292,0.000,0.000,0.000,0.292,0.017,0.274,0.896,0.017,0.005,0.006,0.006,0.017,0.031,0.577,0.017,0.018,0.353,128.839,22.805,
9,370.875,235.674,26.662,45.212,3.074,0.014,0.000,0.014,24.410,410.257,-39.382,190.896,151.514,0.545,0.279,0.212,0.215,0.226,0.000,0.000,0.000,0.226,0.018,0.207,0.695,0.018,0.009,0.005,0.004,0.019,0.025,0.393,0.017,0.019,0.330,120.351,38.286,
10,365.889,235.016,26.265,43.843,2.897,0.021,0.000,0.021,23.738,406.911,-41.022,190.363,149.341,0.538,0.273,0.210,0.211,0.592,0.000,0.000,0.000,0.592,0.031,0.561,1.828,0.030,0.004,0.012,0.014,0.031,0.060,1.374,0.031,0.031,0.494,180.287,-35.556,
11,370.095,235.454,26.300,44.504,2.838,0.017,0.000,0.017,24.163,409.117,-39.022,190.717,151.696,0.546,0.274,0.209,0.214,0.244,0.000,0.000,0.000,0.244,0.019,0.225,0.755,0.019,0.010,0.005,0.004,0.018,0.025,0.423,0.018,0.019,0.403,147.098,58.373,
12,341.811,233.805,24.002,37.776,2.456,0.023,0.000,0.023,20.962,392.721,-50.910,189.382,138.472,0.498,0.249,0.191,0.190,0.507,0.020,0.144,0.019,0.526,0.037,0.488,2.371,0.037,0.005,0.017,0.014,0.036,0.079,1.423,0.037,0.019,0.557,203.326,11.596,
13,362.082,234.188,26.072,41.666,2.549,0.019,0.000,0.019,23.680,406.750,-44.668,189.692,145.025,0.522,0.262,0.209,0.204,0.608,0.000,0.000,0.000,0.608,0.038,0.569,1.582,0.038,0.011,0.014,0.013,0.040,0.065,1.312,0.038,0.039,0.466,170.088,-51.442,
14,368.452,235.298,25.899,44.446,2.846,0.018,0.000,0.018,23.713,406.800,-38.348,190.592,152.244,0.548,0.273,0.206,0.214,0.376,0.000,0.000,0.000,0.376,0.025,0.350,1.144,0.024,0.008,0.009,0.008,0.024,0.043,0.783,0.024,0.025,0.441,160.991,24.443,
15,368.651,235.325,25.940,44.426,2.839,0.018,0.000,0.018,23.764,407.068,-38.417,190.613,152.195,0.548,0.273,0.206,0.214,0.376,0.000,0.000,0.000,0.376,0.025,0.350,1.144,0.024,0.008,0.009,0.008,0.024,0.043,0.783,0.024,0.025,0.439,160.123,23.575,
16,327.315,236.819,23.603,32.777,2.322,0.023,0.000,0.023,19.896,386.787,-59.473,191.824,132.351,0.476,0.246,0.187,0.181,0.489,0.010,0.065,0.010,0.499,0.037,0.462,2.113,0.037,0.004,0.019,0.014,0.036,0.086,1.399,0.037,0.027,0.556,202.967,20.974,
17,316.313,236.917,22.136,31.774,2.435,0.024,0.000,0.024,18.125,377.676,-61.363,191.903,130.540,0.470,0.243,0.174,0.175,0.243,0.000,0.000,0.000,0.243,0.015,0.228,0.884,0.015,0.004,0.006,0.005,0.015,0.027,0.446,0.014,0.015,0.568,207.311,119.006,
18,351.620,232.317,25.059,41.921,2.283,0.034,0.000,0.034,22.192,398.956,-47.337,188.177,140.841,0.507,0.246,0.201,0.196,0.398,0.003,0.027,0.003,0.401,0.019,0.381,1.622,0.019,0.002,0.008,0.009,0.019,0.038,0.904,0.018,0.017,0.824,300.664,154.838,
19,358.337,233.064,25.342,42.614,2.531,0.028,0.000,0.028,22.734,401.800,-43.463,188.782,145.319,0.523,0.257,0.203,0.203,0.856,0.025,0.120,0.024,0.880,0.075,0.805,3.189,0.075,0.011,0.038,0.025,0.069,0.167,2.498,0.075,0.051,0.662,241.496,-79.403,
20,365.990,235.426,26.215,45.310,3.425,0.017,0.000,0.017,23.455,405.150,-39.160,190.695,151.535,0.546,0.284,0.209,0.214,0.301,0.000,0.000,0.000,0.301,0.030,0.271,0.904,0.030,0.017,0.007,0.006,0.023,0.034,0.558,0.029,0.031,0.411,149.952,40.348,
21,368.282,234.813,25.887,43.847,2.764,0.019,0.000,0.019,23.721,407.021,-38.740,190.198,151.459,0.545,0.271,0.207,0.213,0.337,0.000,0.000,0.000,0.337,0.025,0.312,0.935,0.025,0.012,0.007,0.006,0.024,0.034,0.626,0.024,0.025,0.460,167.904,45.223,
22,319.589,235.934,21.634,34.811,2.407,0.028,0.000,0.028,17.996,377.457,-57.868,191.107,133.239,0.480,0.235,0.172,0.177,0.731,0.089,1.729,0.094,0.824,0.141,0.683,4.969,0.140,0.042,0.069,0.030,0.126,0.290,2.931,0.140,0.048,0.672,245.122,-55.353,
23,306.488,247.559,21.118,30.687,2.752,0.021,0.000,0.021,16.862,370.996,-64.507,200.523,136.016,0.490,0.255,0.165,0.179,0.507,0.020,0.144,0.019,0.526,0.037,0.488,2.371,0.037,0.005,0.017,0.014,0.036,0.079,1.423,0.037,0.019,0.504,184.023,-7.707,
24,301.688,246.817,20.092,31.450,2.640,0.024,0.000,0.024,15.884,366.104,-64.416,199.922,135.506,0.488,0.243,0.157,0.176,0.731,0.089,1.729,0.094,0.824,0.141,0.683,4.969,0.140,0.042,0.069,0.030,0.126,0.290,2.931,0.140,0.048,0.576,210.158,-90.318,
25,366.894,232.669,26.412,41.337,2.470,0.022,0.000,0.022,24.200,410.046,-43.153,188.462,145.309,0.523,0.262,0.214,0.206,0.263,0.000,0.000,0.000,0.263,0.012,0.251,1.264,0.012,0.000,0.005,0.007,0.012,0.026,0.649,0.011,0.012,0.535,195.194,99.367,
26,366.979,234.573,25.607,44.122,2.798,0.019,0.000,0.019,23.389,405.257,-38.279,190.004,151.725,0.546,0.270,0.204,0.213,0.376,0.000,0.000,0.000,0.376,0.025,0.350,1.144,0.024,0.008,0.009,0.008,0.024,0.043,0.783,0.024,0.025,0.467,170.425,33.877,
27,352.339,231.659,25.346,38.706,2.219,0.030,0.000,0.030,22.554,401.353,-49.014,187.644,138.630,0.499,0.247,0.205,0.194,1.152,0.000,0.000,0.000,1.152,0.131,1.021,3.608,0.131,0.038,0.062,0.032,0.119,0.265,3.163,0.131,0.132,0.710,259.309,-161.153,
28,363.307,232.554,26.345,40.623,2.306,0.028,0.000,0.028,23.848,408.037,-44.730,188.369,143.639,0.517,0.257,0.214,0.203,0.748,0.000,0.000,0.000,0.748,0.056,0.692,2.170,0.055,0.015,0.022,0.019,0.056,0.101,1.861,0.055,0.056,0.681,248.540,-24.238,
29,358.469,233.350,25.697,43.917,2.943,0.027,0.000,0.027,22.795,401.883,-43.415,189.014,145.599,0.524,0.265,0.206,0.204,0.305,0.000,0.000,0.000,0.305,0.031,0.274,0.919,0.031,0.018,0.007,0.006,0.024,0.035,0.573,0.030,0.031,0.654,238.727,127.653,
30,358.766,228.535,26.140,40.216,2.138,0.034,0.000,0.034,23.337,405.272,-46.506,185.113,138.607,0.499,0.247,0.212,0.196,1.152,0.000,0.000,0.000,1.152,0.131,1.021,3.608,0.131,0.038,0.062,0.032,0.119,0.265,3.163,0.131,0.132,0.810,295.755,-124.707,
31,314.719,232.892,20.405,36.584,2.498,0.035,0.001,0.034,16.789,371.493,-56.774,188.643,131.869,0.475,0.226,0.163,0.172,0.447,0.059,0.801,0.061,0.507,0.040,0.467,2.444,0.039,0.006,0.020,0.014,0.038,0.087,1.411,0.039,-0.020,0.829,302.415,117.517,
32,336.736,229.347,23.435,41.037,2.211,0.037,0.000,0.037,20.267,388.866,-52.130,185.771,133.641,0.481,0.229,0.186,0.183,0.711,0.009,0.039,0.009,0.720,0.053,0.667,2.665,0.053,0.006,0.026,0.020,0.051,0.119,1.963,0.052,0.045,0.894,326.163,63.715,
33,325.225,231.738,21.918,38.088,2.345,0.035,0.000,0.035,18.457,379.768,-54.543,187.708,133.165,0.479,0.229,0.174,0.178,1.222,0.000,0.000,0.000,1.222,0.146,1.076,4.007,0.146,0.041,0.070,0.035,0.132,0.298,3.461,0.146,0.147,0.848,309.494,-136.461,
