catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,328.033,224.289,24.499,33.532,2.330,0.013,0.000,0.013,20.715,389.968,-61.935,181.674,119.738,0.431,0.237,0.189,0.164,0.269,0.000,0.000,0.000,0.269,0.030,0.249,0.975,0.031,0.017,0.008,0.006,0.018,0.036,0.614,0.031,0.019,0.321,117.069,14.829,2060.000
1,376.100,213.219,27.374,45.053,2.518,0.011,0.000,0.011,25.094,413.290,-37.190,172.707,135.517,0.488,0.249,0.216,0.193,0.175,0.000,0.000,0.000,0.175,0.006,0.180,0.572,0.008,0.000,0.002,0.005,0.006,0.014,0.511,0.007,-0.004,0.271,99.059,30.994,2060.000
2,373.110,212.647,26.810,45.366,2.463,0.012,0.000,0.012,24.497,410.036,-36.926,172.244,135.318,0.487,0.245,0.210,0.192,0.202,0.000,0.000,0.000,0.202,0.008,0.205,0.663,0.010,0.000,0.003,0.006,0.008,0.019,0.636,0.009,-0.004,0.276,100.774,22.399,2060.000
3,367.910,210.187,26.947,43.164,2.301,0.013,0.000,0.013,24.428,409.729,-41.819,170.251,128.432,0.462,0.237,0.212,0.182,0.302,0.000,0.000,0.000,0.302,0.011,0.304,0.948,0.018,0.001,0.005,0.012,0.011,0.027,1.199,0.018,-0.003,0.305,111.333,-6.116,2060.000
4,339.005,215.915,25.414,35.552,2.102,0.015,0.000,0.015,21.999,396.788,-57.784,174.891,117.107,0.422,0.227,0.197,0.163,0.111,0.000,0.000,0.000,0.111,0.005,0.090,0.495,0.005,0.001,0.002,0.002,0.005,0.008,0.193,0.003,0.020,0.357,130.153,95.907,2060.000
5,370.785,211.510,26.791,44.410,2.365,0.012,0.000,0.012,24.421,409.653,-38.868,171.323,132.455,0.477,0.241,0.210,0.187,0.326,0.000,0.000,0.000,0.326,0.025,0.317,0.948,0.030,0.011,0.008,0.011,0.027,0.036,1.062,0.029,0.009,0.291,106.216,-20.058,2060.000
6,375.000,212.964,27.294,45.340,2.562,0.011,0.000,0.011,24.964,412.557,-37.557,172.501,134.944,0.486,0.249,0.215,0.192,0.191,0.000,0.000,0.000,0.191,0.021,0.177,0.687,0.023,0.011,0.006,0.005,0.025,0.032,0.501,0.022,0.013,0.268,97.787,25.039,2060.000
7,373.936,212.669,27.038,45.457,2.499,0.011,0.000,0.011,24.724,411.251,-37.315,172.262,134.947,0.486,0.246,0.212,0.191,0.223,0.000,0.000,0.000,0.223,0.009,0.225,0.730,0.012,0.001,0.004,0.007,0.009,0.021,0.722,0.011,-0.002,0.269,98.117,12.040,2060.000
8,373.863,212.591,26.994,45.463,2.484,0.011,0.000,0.011,24.686,411.042,-37.179,172.199,135.020,0.486,0.246,0.212,0.191,0.202,0.000,0.000,0.000,0.202,0.008,0.205,0.663,0.010,0.000,0.003,0.006,0.008,0.019,0.636,0.009,-0.004,0.270,98.505,20.131,2060.000
9,372.682,212.375,27.005,45.933,2.663,0.011,0.000,0.011,24.548,410.257,-37.575,172.024,134.449,0.484,0.249,0.212,0.191,0.193,0.000,0.000,0.000,0.193,0.021,0.180,0.684,0.022,0.011,0.006,0.005,0.025,0.031,0.492,0.022,0.013,0.269,98.189,24.719,2060.000
10,367.353,211.789,26.647,44.735,2.527,0.015,0.000,0.015,23.972,407.272,-39.919,171.549,131.630,0.474,0.243,0.209,0.186,0.379,0.000,0.000,0.000,0.379,0.022,0.371,1.326,0.031,0.007,0.007,0.016,0.023,0.037,1.612,0.031,0.009,0.364,132.815,-13.743,2060.000
11,371.834,212.663,26.542,45.361,2.458,0.012,0.000,0.012,24.197,408.418,-36.585,172.257,135.673,0.488,0.244,0.207,0.191,0.206,0.000,0.000,0.000,0.206,0.022,0.193,0.738,0.023,0.011,0.007,0.005,0.025,0.033,0.525,0.022,0.013,0.284,103.802,25.217,2060.000
12,341.876,212.465,24.573,37.911,2.143,0.015,0.000,0.015,21.322,393.514,-51.638,172.097,120.459,0.434,0.223,0.191,0.166,0.264,0.000,0.001,0.000,0.264,0.008,0.252,1.302,0.015,0.000,0.002,0.013,0.008,0.015,1.274,0.016,0.012,0.357,130.333,32.500,2060.000
13,363.811,211.998,26.477,42.349,2.218,0.013,0.000,0.013,23.919,407.043,-43.232,171.718,128.486,0.463,0.234,0.207,0.181,0.433,0.000,0.000,0.000,0.433,0.033,0.419,1.254,0.041,0.013,0.011,0.016,0.035,0.054,1.584,0.041,0.014,0.321,117.167,-50.748,2060.000
14,369.839,212.691,26.116,45.303,2.462,0.012,0.000,0.012,23.710,405.826,-35.987,172.280,136.293,0.491,0.243,0.203,0.191,0.225,0.000,0.000,0.000,0.225,0.007,0.227,0.682,0.011,0.000,0.003,0.008,0.007,0.017,0.823,0.011,-0.003,0.298,108.849,21.729,2060.000
15,370.067,212.716,26.159,45.279,2.457,0.012,0.000,0.012,23.764,406.111,-36.044,172.300,136.256,0.491,0.243,0.203,0.192,0.225,0.000,0.000,0.000,0.225,0.007,0.227,0.682,0.011,0.000,0.003,0.008,0.007,0.017,0.823,0.011,-0.003,0.297,108.450,21.330,2060.000
16,326.811,215.939,24.359,32.803,2.033,0.016,0.000,0.016,20.505,388.932,-62.120,174.910,112.790,0.406,0.220,0.188,0.155,0.268,0.001,0.002,0.001,0.269,0.020,0.196,1.171,0.020,0.004,0.009,0.007,0.020,0.040,0.673,0.020,0.072,0.374,136.650,57.754,2060.000
17,314.960,216.217,22.914,31.417,2.144,0.015,0.000,0.015,18.675,379.424,-64.463,175.136,110.673,0.398,0.219,0.175,0.149,0.129,0.000,0.000,0.000,0.129,0.005,0.113,0.498,0.005,0.000,0.002,0.003,0.005,0.008,0.297,0.004,0.016,0.357,130.182,87.389,2060.000
18,352.784,209.630,25.594,42.663,2.045,0.024,0.000,0.024,22.669,400.392,-47.608,169.800,122.192,0.440,0.219,0.199,0.171,0.199,0.000,0.000,0.000,0.199,0.004,0.196,0.872,0.009,0.000,0.001,0.008,0.004,0.006,0.780,0.009,0.003,0.566,206.615,131.805,2060.000
19,359.273,210.662,25.758,43.282,2.225,0.018,0.000,0.018,23.014,402.220,-42.947,170.636,127.689,0.460,0.229,0.201,0.179,0.483,0.000,0.000,0.000,0.483,0.027,0.451,1.891,0.040,0.005,0.010,0.025,0.026,0.050,2.483,0.040,0.032,0.442,161.357,-17.891,2060.000
20,366.523,211.575,26.611,46.358,2.984,0.014,0.000,0.014,23.659,405.479,-38.956,171.375,132.419,0.477,0.253,0.209,0.187,0.303,0.000,0.000,0.000,0.303,0.044,0.268,1.089,0.046,0.027,0.012,0.008,0.035,0.053,0.748,0.046,0.035,0.337,122.889,8.617,2060.000
21,369.617,212.413,26.163,44.577,2.394,0.013,0.000,0.013,23.775,406.278,-36.661,172.055,135.394,0.487,0.242,0.204,0.190,0.275,0.000,0.000,0.000,0.275,0.027,0.259,0.878,0.030,0.013,0.009,0.008,0.031,0.042,0.759,0.029,0.016,0.305,111.164,5.749,2060.000
22,318.392,215.317,22.384,34.272,2.112,0.017,0.000,0.017,18.479,378.777,-60.385,174.407,114.021,0.410,0.212,0.172,0.152,0.450,0.005,0.017,0.005,0.455,0.078,0.250,2.586,0.072,0.028,0.030,0.014,0.061,0.125,1.378,0.072,0.201,0.403,147.017,29.707,2060.000
23,304.928,227.319,21.947,29.900,2.433,0.012,0.000,0.012,17.409,372.729,-67.801,184.128,116.327,0.419,0.233,0.166,0.154,0.264,0.000,0.001,0.000,0.264,0.008,0.252,1.302,0.015,0.000,0.002,0.013,0.008,0.015,1.274,0.016,0.012,0.299,109.272,11.440,2060.000
