catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,327.394,228.222,24.674,32.190,2.385,0.016,0.000,0.016,20.859,390.728,-63.334,184.860,121.526,0.437,0.244,0.190,0.167,0.362,0.000,0.000,0.000,0.362,0.077,0.293,1.141,0.076,0.054,0.014,0.007,0.080,0.065,0.719,0.075,0.069,0.395,144.016,9.546,2085.000
1,375.441,219.339,27.551,44.059,2.483,0.016,0.000,0.016,25.319,414.531,-39.091,177.665,138.574,0.499,0.254,0.218,0.198,0.251,0.000,0.000,0.000,0.251,0.038,0.229,0.985,0.037,0.020,0.012,0.006,0.038,0.055,0.545,0.036,0.022,0.379,138.466,41.775,2085.000
2,372.518,218.654,26.977,44.150,2.437,0.016,0.000,0.016,24.714,411.221,-38.704,177.110,138.406,0.498,0.250,0.212,0.196,0.279,0.000,0.000,0.000,0.279,0.044,0.251,1.080,0.044,0.023,0.014,0.007,0.046,0.064,0.645,0.043,0.028,0.387,141.132,33.750,2085.000
3,367.158,215.784,27.127,41.909,2.287,0.017,0.000,0.017,24.641,410.900,-43.742,174.785,131.043,0.472,0.242,0.214,0.186,0.348,0.000,0.000,0.000,0.348,0.037,0.343,1.292,0.041,0.013,0.016,0.012,0.033,0.075,1.221,0.041,0.004,0.410,149.476,9.215,2085.000
4,338.342,220.268,25.607,34.136,2.136,0.018,0.000,0.018,22.181,397.754,-59.413,178.417,119.004,0.428,0.233,0.199,0.166,0.131,0.000,0.000,0.000,0.131,0.008,0.117,0.628,0.007,0.002,0.003,0.002,0.007,0.013,0.179,0.006,0.015,0.433,158.027,113.389,2085.000
5,370.125,217.355,26.962,43.124,2.345,0.017,0.000,0.017,24.637,410.834,-40.709,176.057,135.348,0.487,0.246,0.212,0.192,0.310,0.000,0.000,0.000,0.310,0.022,0.312,0.954,0.026,0.005,0.011,0.011,0.024,0.050,1.064,0.026,-0.002,0.399,145.476,21.864,2085.000
6,374.386,219.123,27.469,44.345,2.526,0.016,0.000,0.016,25.187,413.784,-39.398,177.489,138.091,0.497,0.254,0.217,0.197,0.209,0.000,0.000,0.000,0.209,0.026,0.204,0.787,0.029,0.011,0.012,0.006,0.031,0.053,0.589,0.028,0.004,0.373,136.030,51.289,2085.000
7,373.339,218.729,27.206,44.353,2.468,0.016,0.000,0.016,24.942,412.446,-39.107,177.171,138.064,0.497,0.251,0.214,0.196,0.300,0.000,0.000,0.000,0.300,0.048,0.268,1.143,0.048,0.026,0.015,0.007,0.045,0.067,0.719,0.047,0.032,0.379,138.165,23.115,2085.000
8,373.262,218.650,27.162,44.332,2.454,0.016,0.000,0.016,24.903,412.234,-38.973,177.107,138.134,0.497,0.250,0.213,0.196,0.279,0.000,0.000,0.000,0.279,0.044,0.251,1.080,0.044,0.023,0.014,0.007,0.046,0.064,0.645,0.043,0.028,0.379,138.388,31.006,2085.000
9,372.206,218.743,27.179,44.935,2.626,0.015,0.000,0.015,24.770,411.476,-39.270,177.182,137.912,0.496,0.254,0.214,0.196,0.209,0.000,0.000,0.000,0.209,0.026,0.206,0.780,0.028,0.011,0.011,0.006,0.031,0.051,0.580,0.027,0.004,0.361,131.802,46.796,2085.000
10,366.895,218.152,26.846,43.556,2.497,0.017,0.000,0.017,24.223,408.641,-41.746,176.703,134.957,0.486,0.248,0.211,0.191,0.377,0.000,0.000,0.000,0.377,0.022,0.382,1.404,0.029,0.003,0.010,0.016,0.022,0.050,1.578,0.029,-0.006,0.416,151.878,1.767,2085.000
11,371.253,218.618,26.708,44.042,2.436,0.016,0.000,0.016,24.412,409.594,-38.341,177.080,138.739,0.499,0.249,0.209,0.196,0.221,0.000,0.000,0.000,0.221,0.027,0.217,0.828,0.029,0.011,0.012,0.006,0.032,0.053,0.609,0.028,0.005,0.393,143.618,54.174,2085.000
12,341.055,217.286,24.769,36.413,2.165,0.018,0.000,0.018,21.525,394.590,-53.535,176.002,122.467,0.441,0.229,0.192,0.169,0.314,0.000,0.001,0.000,0.314,0.024,0.308,1.753,0.029,0.006,0.010,0.013,0.025,0.050,1.247,0.029,0.006,0.424,154.718,32.022,2085.000
13,362.993,217.442,26.661,40.930,2.217,0.017,0.000,0.017,24.132,408.204,-45.211,176.128,130.917,0.471,0.240,0.209,0.185,0.401,0.000,0.000,0.000,0.401,0.031,0.399,1.225,0.039,0.008,0.015,0.016,0.033,0.070,1.547,0.039,0.002,0.415,151.407,-8.428,2085.000
14,369.139,218.549,26.287,43.852,2.450,0.017,0.000,0.017,23.926,406.996,-37.858,177.025,139.167,0.501,0.249,0.205,0.196,0.281,0.000,0.000,0.000,0.281,0.027,0.280,1.061,0.030,0.009,0.012,0.009,0.025,0.060,0.847,0.029,0.001,0.405,147.736,34.873,2085.000
15,369.366,218.577,26.329,43.837,2.444,0.017,0.000,0.017,23.979,407.280,-37.913,177.047,139.134,0.501,0.249,0.205,0.196,0.281,0.000,0.000,0.000,0.281,0.027,0.280,1.061,0.030,0.009,0.012,0.009,0.025,0.060,0.847,0.029,0.001,0.404,147.391,34.528,2085.000
16,326.120,219.977,24.554,31.327,2.078,0.018,0.000,0.018,20.680,389.847,-63.728,178.181,114.453,0.412,0.227,0.189,0.157,0.238,0.001,0.002,0.001,0.239,0.019,0.202,1.087,0.019,0.003,0.010,0.006,0.020,0.044,0.636,0.019,0.036,0.435,158.895,78.491,2085.000
17,314.229,220.124,23.096,29.950,2.200,0.017,0.000,0.017,18.830,380.217,-65.988,178.300,112.312,0.404,0.226,0.176,0.151,0.179,0.000,0.000,0.000,0.179,0.018,0.160,0.792,0.016,0.006,0.007,0.003,0.014,0.032,0.298,0.015,0.018,0.408,149.076,85.028,2085.000
18,352.152,215.170,25.831,41.069,2.039,0.024,0.000,0.024,22.954,401.915,-49.763,174.288,124.525,0.448,0.224,0.202,0.174,0.252,0.000,0.000,0.000,0.252,0.015,0.256,1.256,0.018,0.003,0.006,0.008,0.016,0.032,0.800,0.018,-0.005,0.565,206.177,106.161,2085.000
19,358.559,216.242,25.969,41.726,2.223,0.021,0.000,0.021,23.265,403.575,-45.016,175.156,130.140,0.469,0.235,0.203,0.183,0.486,0.000,0.000,0.000,0.486,0.036,0.470,2.154,0.047,0.006,0.017,0.023,0.038,0.080,2.315,0.047,0.016,0.494,180.468,-8.141,2085.000
20,366.268,218.821,26.822,45.437,2.934,0.015,0.000,0.015,23.914,406.866,-40.598,177.245,136.646,0.492,0.259,0.211,0.193,0.263,0.000,0.000,0.000,0.263,0.018,0.274,0.941,0.023,0.003,0.013,0.008,0.018,0.056,0.779,0.023,-0.011,0.355,129.461,21.247,2085.000
21,368.723,218.148,26.343,43.095,2.389,0.017,0.000,0.017,23.994,407.465,-38.742,176.700,137.958,0.497,0.247,0.206,0.194,0.283,0.000,0.000,0.000,0.283,0.033,0.276,0.929,0.037,0.014,0.015,0.008,0.038,0.067,0.816,0.036,0.007,0.407,148.564,34.420,2085.000
22,317.554,219.711,22.598,32.705,2.152,0.018,0.000,0.018,18.684,379.833,-62.279,177.966,115.687,0.416,0.218,0.174,0.155,0.370,0.003,0.011,0.002,0.372,0.055,0.251,2.455,0.053,0.013,0.027,0.013,0.052,0.112,1.296,0.053,0.119,0.440,160.446,49.401,2085.000
23,304.150,230.921,22.096,28.550,2.512,0.015,0.000,0.015,17.513,373.250,-69.100,187.046,117.946,0.425,0.240,0.167,0.157,0.314,0.000,0.001,0.000,0.314,0.024,0.308,1.753,0.029,0.006,0.010,0.013,0.025,0.050,1.247,0.029,0.006,0.356,130.115,7.420,2085.000
