catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,390.560,288.287,31.741,32.331,2.944,0.024,0.000,0.024,29.715,439.184,-48.625,233.512,184.887,0.666,0.363,0.267,0.274,0.455,0.000,0.000,0.000,0.455,0.030,0.408,0.888,0.027,0.016,0.008,0.004,0.018,0.034,0.355,0.026,0.047,0.573,209.095,50.663,2085.000
1,440.040,275.795,33.458,46.434,3.989,0.019,0.000,0.019,33.872,463.754,-23.714,223.394,199.680,0.719,0.379,0.291,0.300,0.342,0.000,0.000,0.000,0.342,0.039,0.287,0.718,0.036,0.023,0.010,0.003,0.036,0.048,0.314,0.035,0.055,0.445,162.571,45.026,2085.000
2,439.595,275.986,33.600,43.496,3.717,0.021,0.000,0.021,34.022,464.682,-25.086,223.549,198.462,0.714,0.383,0.293,0.299,0.400,0.000,0.000,0.000,0.400,0.043,0.340,0.790,0.040,0.026,0.011,0.004,0.039,0.051,0.387,0.039,0.060,0.516,188.256,49.944,2085.000
3,432.649,273.078,33.465,43.006,3.420,0.023,0.000,0.023,33.435,461.188,-28.540,221.193,192.654,0.694,0.366,0.291,0.290,0.683,0.000,0.000,0.000,0.683,0.049,0.603,1.386,0.044,0.020,0.014,0.009,0.053,0.069,0.920,0.043,0.079,0.563,205.429,-30.702,2085.000
4,403.765,279.810,32.739,33.799,2.716,0.028,0.000,0.028,31.331,448.707,-44.942,226.646,181.705,0.654,0.352,0.281,0.272,0.059,0.000,0.000,0.000,0.059,0.000,0.058,0.112,0.003,0.000,0.000,0.003,0.000,0.000,0.270,0.002,0.000,0.672,245.256,223.382,2085.000
5,437.424,274.969,33.719,42.240,3.497,0.023,0.000,0.023,34.048,464.862,-27.438,222.725,195.286,0.703,0.377,0.295,0.294,0.694,0.000,0.000,0.000,0.694,0.049,0.628,1.332,0.043,0.021,0.014,0.007,0.050,0.069,0.729,0.043,0.066,0.559,204.119,-40.484,2085.000
6,436.997,275.404,33.406,46.315,4.030,0.019,0.000,0.019,33.739,462.952,-25.955,223.077,197.122,0.710,0.378,0.290,0.296,0.374,0.000,0.000,0.000,0.374,0.060,0.292,0.842,0.055,0.036,0.015,0.003,0.052,0.067,0.265,0.053,0.081,0.449,163.825,37.792,2085.000
7,437.699,275.599,33.517,44.721,3.839,0.020,0.000,0.020,33.893,463.893,-26.194,223.235,197.041,0.709,0.380,0.292,0.297,0.446,0.000,0.000,0.000,0.446,0.047,0.382,0.848,0.044,0.027,0.012,0.004,0.042,0.056,0.444,0.043,0.064,0.481,175.449,20.556,2085.000
8,438.574,275.621,33.539,44.410,3.793,0.020,0.000,0.020,33.934,464.144,-25.570,223.253,197.683,0.712,0.381,0.292,0.298,0.400,0.000,0.000,0.000,0.400,0.043,0.340,0.790,0.040,0.026,0.011,0.004,0.039,0.051,0.387,0.039,0.060,0.489,178.370,40.057,2085.000
9,436.091,274.512,33.272,46.120,4.142,0.020,0.000,0.020,33.440,461.163,-25.072,222.354,197.283,0.710,0.381,0.288,0.296,0.377,0.000,0.000,0.000,0.377,0.059,0.297,0.851,0.054,0.036,0.015,0.003,0.051,0.066,0.260,0.052,0.080,0.476,173.790,46.426,2085.000
10,436.355,274.583,33.872,42.892,3.790,0.031,0.000,0.031,33.562,461.943,-25.588,222.412,196.824,0.709,0.384,0.297,0.297,0.857,0.000,0.000,0.000,0.857,0.036,0.805,1.810,0.030,0.004,0.012,0.013,0.035,0.063,1.322,0.030,0.052,0.735,268.199,-36.527,2085.000
11,441.019,276.300,33.641,42.499,3.647,0.023,0.000,0.023,34.067,464.960,-23.942,223.803,199.861,0.719,0.387,0.293,0.301,0.406,0.000,0.000,0.000,0.406,0.061,0.325,0.901,0.055,0.037,0.015,0.003,0.053,0.068,0.281,0.053,0.082,0.554,202.131,64.109,2085.000
