catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,268.567,192.911,14.003,41.215,2.608,0.018,0.000,0.018,9.050,331.318,-62.751,156.258,93.507,0.337,0.151,0.107,0.106,0.160,0.000,0.000,0.000,0.160,0.006,0.152,0.744,0.007,0.000,0.003,0.004,0.006,0.014,0.418,0.006,0.008,0.428,156.330,98.742,2084.997
1,309.019,188.975,19.414,52.593,2.405,0.012,0.000,0.012,15.714,363.366,-54.348,153.069,98.722,0.355,0.162,0.141,0.125,0.260,0.000,0.000,0.000,0.260,0.018,0.242,1.240,0.018,0.004,0.008,0.005,0.019,0.039,0.477,0.017,0.018,0.290,105.833,11.166,2084.997
2,305.686,186.548,18.758,55.173,2.482,0.015,0.000,0.015,15.011,359.857,-54.172,151.104,96.933,0.349,0.155,0.136,0.121,0.298,0.000,0.000,0.000,0.298,0.023,0.275,1.451,0.022,0.007,0.010,0.006,0.021,0.044,0.574,0.022,0.023,0.371,135.532,26.963,2084.997
3,300.966,183.755,18.438,51.205,2.326,0.015,0.000,0.015,14.283,356.364,-55.398,148.842,93.443,0.336,0.154,0.135,0.116,0.497,0.000,0.000,0.000,0.497,0.044,0.454,2.550,0.042,0.009,0.021,0.011,0.041,0.095,1.131,0.042,0.043,0.356,129.845,-51.157,2084.997
4,276.903,186.079,15.207,43.277,2.338,0.018,0.000,0.018,10.351,337.419,-60.516,150.724,90.208,0.325,0.147,0.114,0.105,0.391,0.000,0.000,0.000,0.391,0.018,0.372,2.267,0.014,0.001,0.007,0.006,0.018,0.036,0.587,0.014,0.019,0.443,161.537,20.740,2084.997
5,303.388,184.787,18.476,54.197,2.419,0.016,0.000,0.016,14.591,357.797,-54.409,149.677,95.269,0.343,0.153,0.134,0.118,0.342,0.000,0.000,0.000,0.342,0.016,0.324,1.495,0.016,0.000,0.007,0.009,0.016,0.036,0.858,0.016,0.018,0.391,142.804,18.800,2084.997
6,308.782,188.673,19.388,53.135,2.455,0.012,0.000,0.012,15.684,363.213,-54.431,152.825,98.394,0.354,0.162,0.141,0.124,0.185,0.000,0.000,0.000,0.185,0.006,0.179,0.845,0.006,0.000,0.003,0.004,0.006,0.013,0.353,0.005,0.006,0.293,107.002,39.645,2084.997
7,307.356,187.368,19.082,54.483,2.462,0.014,0.000,0.014,15.371,361.650,-54.294,151.768,97.474,0.351,0.158,0.139,0.122,0.322,0.000,0.000,0.000,0.322,0.027,0.296,1.622,0.026,0.008,0.011,0.007,0.024,0.050,0.650,0.025,0.026,0.335,122.396,5.024,2084.997
8,307.096,187.097,19.026,54.704,2.460,0.014,0.000,0.014,15.310,361.341,-54.246,151.549,97.303,0.350,0.157,0.138,0.122,0.298,0.000,0.000,0.000,0.298,0.023,0.275,1.451,0.022,0.007,0.010,0.006,0.021,0.044,0.574,0.022,0.023,0.343,125.355,16.786,2084.997
9,307.243,188.026,19.162,54.319,2.555,0.013,0.000,0.013,15.421,361.890,-54.647,152.301,97.654,0.352,0.160,0.139,0.123,0.184,0.000,0.000,0.000,0.184,0.006,0.178,0.829,0.006,0.000,0.002,0.004,0.006,0.013,0.348,0.005,0.006,0.304,110.803,43.923,2084.997
10,298.628,185.984,17.771,54.208,2.477,0.018,0.000,0.018,13.685,353.357,-54.729,150.647,95.918,0.345,0.151,0.130,0.118,0.423,0.000,0.000,0.000,0.423,0.025,0.391,2.404,0.025,0.001,0.012,0.013,0.025,0.055,1.255,0.025,0.033,0.424,154.738,2.965,2084.997
11,303.692,185.809,18.387,55.853,2.529,0.017,0.000,0.017,14.596,357.794,-54.102,150.505,96.403,0.347,0.153,0.134,0.120,0.194,0.000,0.000,0.000,0.194,0.006,0.187,0.909,0.007,0.000,0.003,0.004,0.006,0.014,0.379,0.006,0.007,0.406,148.269,77.753,2084.997
12,278.208,180.116,14.345,48.035,2.401,0.024,0.000,0.024,9.791,335.074,-56.865,145.894,89.029,0.321,0.137,0.110,0.102,0.396,0.164,1.246,0.164,0.560,0.060,0.485,4.788,0.052,0.008,0.029,0.015,0.056,0.131,1.474,0.052,-0.089,0.576,210.404,14.716,2084.997
13,296.497,183.597,17.432,52.200,2.356,0.019,0.000,0.019,13.284,351.459,-54.961,148.714,93.753,0.338,0.148,0.128,0.114,0.437,0.000,0.000,0.000,0.437,0.026,0.406,1.905,0.027,0.002,0.013,0.012,0.025,0.060,1.218,0.027,0.031,0.452,164.871,7.066,2084.997
14,299.821,184.854,17.664,56.485,2.595,0.019,0.000,0.019,13.784,353.790,-53.969,149.731,95.762,0.345,0.149,0.129,0.117,0.401,0.000,0.000,0.000,0.401,0.030,0.373,2.209,0.029,0.005,0.015,0.008,0.031,0.068,0.825,0.028,0.028,0.449,164.043,17.668,2084.997
15,300.225,184.921,17.732,56.425,2.586,0.019,0.000,0.019,13.864,354.186,-53.961,149.786,95.825,0.345,0.150,0.129,0.117,0.401,0.000,0.000,0.000,0.401,0.030,0.373,2.209,0.029,0.005,0.015,0.008,0.031,0.068,0.825,0.028,0.028,0.447,163.187,16.812,2084.997
16,267.718,183.258,13.541,41.221,2.341,0.022,0.000,0.022,8.434,328.396,-60.679,148.439,87.760,0.316,0.140,0.104,0.099,0.761,0.041,0.169,0.041,0.802,0.070,0.721,4.656,0.055,0.006,0.034,0.015,0.069,0.153,1.454,0.055,0.040,0.538,196.237,-86.800,2084.997
17,258.581,180.433,11.717,41.029,2.509,0.025,0.000,0.025,6.523,319.617,-61.036,146.151,85.115,0.306,0.133,0.094,0.092,0.366,0.000,0.000,0.000,0.366,0.016,0.344,1.838,0.013,0.002,0.006,0.005,0.015,0.029,0.508,0.012,0.023,0.607,221.577,91.759,2084.997
18,282.191,180.885,15.155,52.622,2.100,0.027,0.000,0.027,10.621,338.573,-56.383,146.517,90.134,0.324,0.131,0.112,0.105,0.407,0.008,0.018,0.008,0.416,0.025,0.391,3.070,0.023,0.002,0.012,0.010,0.026,0.058,0.961,0.023,0.016,0.645,235.257,84.189,2084.997
