catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,321.990,249.729,23.185,32.636,2.712,0.018,0.000,0.018,19.403,384.007,-62.017,202.280,140.263,0.505,0.264,0.182,0.190,0.277,0.000,0.000,0.000,0.277,0.012,0.264,0.768,0.012,0.003,0.004,0.005,0.013,0.020,0.484,0.011,0.013,0.442,161.463,60.988,
1,369.377,242.716,26.516,43.672,2.943,0.013,0.000,0.013,24.265,409.420,-40.043,196.600,156.557,0.564,0.281,0.211,0.222,0.250,0.000,0.000,0.000,0.250,0.014,0.236,0.798,0.014,0.003,0.005,0.005,0.013,0.027,0.499,0.013,0.014,0.310,112.972,22.155,
2,366.475,241.779,26.060,43.765,2.861,0.015,0.000,0.015,23.805,407.026,-40.551,195.841,155.290,0.559,0.277,0.206,0.219,0.291,0.000,0.000,0.000,0.291,0.017,0.273,0.934,0.017,0.004,0.007,0.006,0.016,0.033,0.607,0.017,0.018,0.371,135.580,29.553,
3,360.655,238.700,26.028,41.596,2.676,0.016,0.000,0.016,23.496,405.462,-44.807,193.347,148.540,0.535,0.268,0.207,0.209,0.505,0.000,0.000,0.000,0.505,0.037,0.467,1.638,0.037,0.009,0.016,0.012,0.037,0.073,1.225,0.037,0.038,0.391,142.682,-41.211,
4,332.733,242.252,24.212,34.226,2.437,0.020,0.000,0.020,20.788,391.336,-58.603,196.224,137.621,0.495,0.255,0.191,0.189,0.229,0.000,0.000,0.000,0.229,0.012,0.216,1.043,0.012,0.002,0.005,0.005,0.012,0.026,0.529,0.012,0.013,0.488,178.186,94.937,
5,363.883,240.345,26.001,42.775,2.742,0.017,0.000,0.017,23.675,406.410,-42.527,194.679,152.152,0.548,0.273,0.206,0.214,0.453,0.000,0.000,0.000,0.453,0.024,0.428,1.237,0.024,0.005,0.010,0.010,0.022,0.048,0.959,0.024,0.025,0.400,145.861,-19.121,
6,368.214,242.435,26.454,43.931,2.988,0.013,0.000,0.013,24.168,408.867,-40.652,196.372,155.720,0.561,0.281,0.210,0.220,0.206,0.000,0.000,0.000,0.206,0.007,0.199,0.609,0.007,0.001,0.003,0.004,0.007,0.015,0.377,0.006,0.008,0.310,113.184,38.257,
7,367.253,241.928,26.254,43.948,2.905,0.014,0.000,0.014,23.994,407.981,-40.727,195.962,155.235,0.559,0.278,0.208,0.219,0.322,0.000,0.000,0.000,0.322,0.020,0.301,1.031,0.020,0.005,0.008,0.007,0.019,0.038,0.688,0.020,0.021,0.342,124.671,7.463,
8,367.234,241.840,26.219,43.923,2.885,0.014,0.000,0.014,23.967,407.846,-40.612,195.890,155.278,0.559,0.278,0.208,0.219,0.291,0.000,0.000,0.000,0.291,0.017,0.273,0.934,0.017,0.004,0.007,0.006,0.016,0.033,0.607,0.017,0.018,0.348,126.980,20.953,
9,366.506,241.944,26.207,44.422,3.095,0.013,0.000,0.013,23.828,407.002,-40.495,195.975,155.479,0.560,0.282,0.207,0.219,0.208,0.000,0.000,0.000,0.208,0.007,0.201,0.607,0.007,0.000,0.003,0.004,0.007,0.014,0.370,0.006,0.007,0.319,116.436,40.859,
10,361.117,241.229,25.787,43.150,2.918,0.020,0.000,0.020,23.145,403.642,-42.525,195.395,152.870,0.550,0.276,0.205,0.215,0.596,0.000,0.000,0.000,0.596,0.039,0.557,1.973,0.039,0.009,0.015,0.015,0.036,0.070,1.493,0.039,0.039,0.483,176.236,-41.087,
11,365.304,241.624,25.823,43.696,2.855,0.017,0.000,0.017,23.545,405.679,-40.375,195.715,155.340,0.559,0.277,0.204,0.218,0.226,0.000,0.000,0.000,0.226,0.008,0.218,0.665,0.008,0.001,0.003,0.004,0.007,0.016,0.403,0.007,0.008,0.402,146.660,64.586,
12,336.227,239.160,23.496,36.871,2.484,0.023,0.000,0.023,20.338,389.393,-53.166,193.720,140.554,0.506,0.251,0.187,0.192,0.507,0.041,0.308,0.041,0.548,0.047,0.500,2.772,0.047,0.009,0.021,0.017,0.044,0.097,1.641,0.047,0.008,0.557,203.461,4.031,
13,356.767,240.047,25.583,40.807,2.568,0.019,0.000,0.019,23.059,403.330,-46.563,194.438,147.876,0.532,0.265,0.203,0.207,0.599,0.000,0.000,0.000,0.599,0.037,0.562,1.624,0.037,0.008,0.015,0.014,0.033,0.071,1.390,0.037,0.037,0.466,169.909,-48.586,
14,363.333,241.414,25.409,43.623,2.865,0.018,0.000,0.018,23.078,403.282,-39.950,195.545,155.596,0.560,0.276,0.201,0.218,0.390,0.000,0.000,0.000,0.390,0.026,0.363,1.323,0.026,0.007,0.011,0.009,0.027,0.050,0.884,0.026,0.027,0.442,161.502,19.690,
15,363.572,241.441,25.451,43.604,2.857,0.018,0.000,0.018,23.131,403.557,-39.985,195.567,155.582,0.560,0.276,0.201,0.218,0.390,0.000,0.000,0.000,0.390,0.026,0.363,1.323,0.026,0.007,0.011,0.009,0.027,0.050,0.884,0.026,0.027,0.440,160.612,18.800,
16,321.528,241.764,23.106,31.690,2.358,0.023,0.000,0.023,19.295,383.647,-62.119,195.829,133.710,0.481,0.248,0.182,0.181,0.519,0.010,0.042,0.010,0.529,0.047,0.480,2.322,0.047,0.009,0.022,0.016,0.044,0.100,1.585,0.047,0.039,0.547,199.666,7.442,
17,310.594,241.696,21.628,30.718,2.480,0.023,0.000,0.023,17.509,374.510,-63.915,195.774,131.859,0.475,0.245,0.170,0.175,0.247,0.000,0.000,0.000,0.247,0.011,0.235,0.922,0.011,0.002,0.005,0.005,0.011,0.022,0.510,0.011,0.012,0.562,205.077,115.394,
18,346.094,238.349,24.555,41.354,2.294,0.034,0.000,0.034,21.602,395.801,-49.707,193.063,143.355,0.516,0.247,0.196,0.199,0.418,0.002,0.004,0.002,0.420,0.025,0.394,1.894,0.025,0.004,0.010,0.011,0.025,0.050,1.049,0.025,0.024,0.817,298.213,145.237,
19,352.830,239.056,24.838,41.899,2.548,0.028,0.000,0.028,22.116,398.447,-45.618,193.635,148.018,0.533,0.259,0.197,0.206,0.873,0.038,0.280,0.038,0.911,0.096,0.815,3.600,0.096,0.023,0.046,0.027,0.086,0.196,2.703,0.096,0.058,0.661,241.383,-90.817,
20,361.688,241.730,25.757,44.628,3.459,0.016,0.000,0.016,22.902,402.104,-40.417,195.801,155.385,0.559,0.287,0.204,0.218,0.279,0.000,0.000,0.000,0.279,0.010,0.269,0.782,0.010,0.000,0.004,0.006,0.010,0.019,0.553,0.009,0.010,0.388,141.637,40.092,
