catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,268.851,191.632,13.796,43.180,2.604,0.016,0.000,0.016,8.903,330.610,-61.759,155.222,93.463,0.336,0.147,0.105,0.106,0.168,0.000,0.000,0.000,0.168,0.003,0.194,1.049,0.006,0.000,0.001,0.006,0.003,0.004,0.580,0.006,-0.027,0.394,143.736,70.762,2030.005
1,308.999,186.486,19.204,55.459,2.402,0.010,0.000,0.010,15.539,362.474,-53.475,151.054,97.578,0.351,0.156,0.140,0.123,0.199,0.000,0.000,0.000,0.199,0.006,0.232,1.153,0.008,0.000,0.002,0.007,0.006,0.010,0.654,0.007,-0.033,0.236,85.992,-1.460,2030.005
2,305.751,184.218,18.554,57.999,2.467,0.012,0.000,0.012,14.867,359.125,-53.374,149.217,95.842,0.345,0.149,0.135,0.119,0.234,0.000,0.000,0.000,0.234,0.008,0.268,1.380,0.011,0.000,0.003,0.008,0.008,0.017,0.811,0.011,-0.035,0.293,106.965,5.112,2030.005
3,301.036,181.704,18.231,53.767,2.322,0.012,0.000,0.012,14.124,355.565,-54.529,147.180,92.651,0.334,0.149,0.133,0.115,0.389,0.000,0.000,0.000,0.389,0.023,0.416,2.337,0.025,0.001,0.011,0.014,0.023,0.050,1.350,0.025,-0.027,0.296,108.021,-52.997,2030.005
4,277.123,184.652,14.991,45.326,2.333,0.017,0.000,0.017,10.194,336.658,-59.534,149.568,90.034,0.324,0.143,0.112,0.104,0.358,0.001,0.002,0.001,0.359,0.014,0.394,2.421,0.013,0.000,0.006,0.007,0.014,0.029,0.691,0.012,-0.036,0.398,145.302,-2.862,2030.005
5,303.473,182.592,18.271,56.901,2.405,0.013,0.000,0.013,14.448,357.071,-53.598,147.899,94.301,0.339,0.147,0.133,0.117,0.273,0.000,0.000,0.000,0.273,0.010,0.300,1.496,0.015,0.000,0.004,0.011,0.010,0.022,1.042,0.014,-0.027,0.312,113.816,-0.862,2030.005
6,308.756,186.177,19.178,55.965,2.452,0.010,0.000,0.010,15.512,362.338,-53.583,150.803,97.221,0.350,0.156,0.139,0.122,0.150,0.000,0.000,0.000,0.150,0.003,0.178,0.935,0.006,0.000,0.000,0.006,0.003,0.004,0.545,0.006,-0.028,0.237,86.346,19.401,2030.005
7,307.379,184.970,18.874,57.318,2.453,0.011,0.000,0.011,15.215,360.850,-53.471,149.826,96.355,0.347,0.152,0.137,0.121,0.256,0.000,0.000,0.000,0.256,0.010,0.292,1.562,0.014,0.000,0.004,0.009,0.010,0.022,0.912,0.013,-0.036,0.267,97.340,-13.904,2030.005
8,307.128,184.712,18.819,57.532,2.449,0.011,0.000,0.011,15.156,360.558,-53.430,149.617,96.187,0.346,0.151,0.137,0.120,0.234,0.000,0.000,0.000,0.234,0.008,0.268,1.380,0.011,0.000,0.003,0.008,0.008,0.017,0.811,0.011,-0.035,0.272,99.420,-2.434,2030.005
9,307.188,185.444,18.952,57.048,2.552,0.010,0.000,0.010,15.255,361.047,-53.859,150.210,96.351,0.347,0.154,0.138,0.121,0.149,0.000,0.000,0.000,0.149,0.003,0.176,0.915,0.006,0.000,0.000,0.005,0.003,0.004,0.537,0.005,-0.028,0.243,88.624,22.300,2030.005
