catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,319.045,278.857,23.819,25.995,2.864,0.016,0.000,0.016,19.841,385.204,-66.158,225.875,159.716,0.575,0.299,0.182,0.216,0.168,0.000,0.000,0.000,0.168,0.005,0.166,0.432,0.006,0.000,0.002,0.003,0.005,0.011,0.323,0.004,0.002,0.381,139.016,77.171,2060.000
1,360.587,277.522,27.204,31.237,2.892,0.008,0.000,0.008,24.258,408.458,-47.871,224.793,176.922,0.637,0.331,0.213,0.250,0.174,0.000,0.000,0.000,0.174,0.004,0.178,0.434,0.006,0.000,0.001,0.004,0.004,0.007,0.418,0.005,-0.004,0.198,72.209,5.690,2060.000
2,357.298,276.814,26.537,31.858,2.880,0.011,0.000,0.011,23.590,404.822,-47.524,224.219,176.696,0.636,0.324,0.206,0.248,0.212,0.000,0.000,0.000,0.212,0.006,0.215,0.533,0.008,0.000,0.002,0.005,0.006,0.013,0.533,0.007,-0.003,0.259,94.545,13.322,2060.000
3,353.314,272.717,26.650,30.159,2.710,0.011,0.000,0.011,23.590,404.933,-51.620,220.901,169.281,0.609,0.315,0.208,0.238,0.463,0.000,0.000,0.000,0.463,0.025,0.460,1.229,0.027,0.002,0.012,0.012,0.024,0.058,1.188,0.027,0.003,0.274,100.053,-77.817,2060.000
4,328.608,272.587,24.826,26.532,2.570,0.017,0.000,0.017,21.143,392.044,-63.436,220.795,157.359,0.566,0.293,0.191,0.216,0.310,0.000,0.000,0.000,0.310,0.016,0.321,1.014,0.016,0.001,0.008,0.007,0.017,0.038,0.674,0.015,-0.011,0.401,146.533,23.851,2060.000
5,355.303,275.074,26.481,31.255,2.783,0.012,0.000,0.012,23.506,404.406,-49.103,222.810,173.707,0.625,0.319,0.206,0.244,0.434,0.000,0.000,0.000,0.434,0.017,0.426,0.996,0.017,0.002,0.007,0.008,0.018,0.036,0.789,0.017,0.009,0.286,104.369,-57.289,2060.000
6,360.192,277.490,27.116,31.565,2.942,0.008,0.000,0.008,24.150,407.853,-47.661,224.767,177.106,0.638,0.331,0.212,0.250,0.146,0.000,0.000,0.000,0.146,0.003,0.146,0.352,0.004,0.000,0.001,0.003,0.003,0.006,0.316,0.003,0.001,0.200,72.932,18.680,2060.000
7,358.795,276.913,26.806,31.865,2.895,0.010,0.000,0.010,23.867,406.318,-47.524,224.299,176.776,0.636,0.327,0.209,0.249,0.241,0.000,0.000,0.000,0.241,0.008,0.244,0.609,0.009,0.000,0.003,0.006,0.008,0.017,0.615,0.009,-0.003,0.230,83.851,-8.624,2060.000
8,358.497,276.913,26.754,31.866,2.883,0.010,0.000,0.010,23.820,406.063,-47.566,224.300,176.733,0.636,0.326,0.209,0.249,0.212,0.000,0.000,0.000,0.212,0.006,0.215,0.533,0.008,0.000,0.002,0.005,0.006,0.013,0.533,0.007,-0.003,0.236,86.144,4.920,2060.000
9,358.244,278.034,26.808,31.926,3.058,0.009,0.000,0.009,23.758,405.707,-47.462,225.207,177.745,0.640,0.333,0.209,0.250,0.150,0.000,0.000,0.000,0.150,0.003,0.149,0.356,0.004,0.000,0.001,0.003,0.003,0.005,0.308,0.003,0.001,0.212,77.504,21.976,2060.000
10,353.038,278.269,26.337,31.511,2.926,0.017,0.000,0.017,23.169,402.670,-49.632,225.398,175.767,0.633,0.324,0.205,0.246,0.675,0.000,0.000,0.000,0.675,0.039,0.656,1.930,0.038,0.005,0.019,0.014,0.039,0.085,1.339,0.038,0.019,0.403,147.087,-106.044,2060.000
11,355.536,276.693,26.225,32.016,2.902,0.012,0.000,0.012,23.240,402.939,-47.403,224.121,176.718,0.636,0.323,0.203,0.247,0.168,0.000,0.000,0.000,0.168,0.003,0.168,0.404,0.004,0.000,0.001,0.003,0.003,0.006,0.337,0.003,0.001,0.291,106.065,43.543,2060.000
