catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,381.081,293.121,30.829,32.000,2.951,0.026,0.000,0.026,28.739,433.552,-52.472,237.428,184.957,0.666,0.358,0.255,0.271,0.548,0.000,0.000,0.000,0.548,0.035,0.497,1.117,0.027,0.007,0.016,0.003,0.032,0.071,0.340,0.026,0.051,0.633,231.067,40.324,2060.000
1,438.525,280.265,32.474,46.419,3.956,0.018,0.000,0.018,32.546,455.754,-17.229,227.015,209.786,0.755,0.380,0.277,0.313,0.277,0.000,0.000,0.000,0.277,0.011,0.257,0.530,0.009,0.001,0.005,0.003,0.010,0.023,0.279,0.008,0.020,0.422,154.041,57.328,2060.000
2,438.345,280.785,32.539,43.251,3.653,0.019,0.000,0.019,32.675,456.541,-18.196,227.436,209.240,0.753,0.384,0.278,0.312,0.333,0.000,0.000,0.000,0.333,0.015,0.309,0.634,0.012,0.002,0.007,0.004,0.014,0.030,0.369,0.011,0.024,0.448,163.580,46.608,2060.000
3,428.559,277.716,32.471,42.735,3.377,0.023,0.000,0.023,32.248,454.043,-25.484,224.950,199.465,0.718,0.364,0.277,0.297,0.609,0.000,0.000,0.000,0.609,0.033,0.563,1.192,0.029,0.005,0.015,0.009,0.032,0.070,0.904,0.028,0.046,0.543,198.361,-17.399,2060.000
4,395.310,284.632,31.797,33.360,2.700,0.030,0.000,0.030,30.318,442.743,-47.433,230.552,183.118,0.659,0.348,0.268,0.271,0.067,0.000,0.000,0.000,0.067,0.001,0.064,0.133,0.004,0.000,0.000,0.004,0.001,0.001,0.406,0.003,0.003,0.710,259.091,234.443,2060.000
5,435.092,279.808,32.659,41.925,3.434,0.021,0.000,0.021,32.743,456.970,-21.878,226.644,204.767,0.737,0.377,0.279,0.306,0.623,0.000,0.000,0.000,0.623,0.023,0.589,1.151,0.017,0.001,0.009,0.007,0.023,0.045,0.717,0.017,0.034,0.495,180.816,-40.331,2060.000
6,435.633,279.895,32.413,46.286,3.995,0.017,0.000,0.017,32.407,454.927,-19.293,226.715,207.421,0.747,0.379,0.276,0.309,0.274,0.000,0.000,0.000,0.274,0.012,0.256,0.522,0.009,0.001,0.005,0.002,0.011,0.025,0.242,0.008,0.018,0.416,151.814,55.700,2060.000
7,436.655,280.263,32.486,44.557,3.786,0.018,0.000,0.018,32.550,455.790,-19.135,227.013,207.878,0.748,0.381,0.277,0.310,0.378,0.000,0.000,0.000,0.378,0.017,0.352,0.689,0.014,0.003,0.007,0.004,0.015,0.033,0.430,0.013,0.026,0.429,156.548,23.404,2060.000
8,437.384,280.316,32.498,44.231,3.737,0.018,0.000,0.018,32.589,456.022,-18.638,227.056,208.418,0.750,0.382,0.277,0.311,0.333,0.000,0.000,0.000,0.333,0.015,0.309,0.634,0.012,0.002,0.007,0.004,0.014,0.030,0.369,0.011,0.024,0.432,157.538,40.566,2060.000
9,434.391,278.999,32.246,46.101,4.112,0.017,0.000,0.017,32.082,453.013,-18.622,225.989,207.367,0.747,0.382,0.274,0.309,0.277,0.000,0.000,0.000,0.277,0.011,0.259,0.528,0.008,0.001,0.005,0.002,0.011,0.023,0.236,0.007,0.018,0.417,152.090,54.870,2060.000
