catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,269.895,193.512,14.267,41.847,2.618,0.015,0.000,0.015,9.321,332.567,-62.672,156.744,94.073,0.339,0.152,0.108,0.107,0.136,0.000,0.000,0.000,0.136,0.002,0.133,0.653,0.005,0.000,0.000,0.005,0.002,0.003,0.475,0.004,0.003,0.367,133.985,83.884,2060.000
1,310.454,189.067,19.675,52.627,2.411,0.009,0.000,0.009,15.954,364.555,-54.101,153.144,99.043,0.357,0.164,0.143,0.126,0.215,0.000,0.000,0.000,0.215,0.008,0.203,0.985,0.007,0.000,0.003,0.004,0.008,0.016,0.415,0.007,0.012,0.224,81.802,5.149,2060.000
2,307.250,186.518,19.034,55.299,2.486,0.013,0.000,0.013,15.275,361.157,-53.907,151.080,97.173,0.350,0.157,0.138,0.122,0.249,0.000,0.000,0.000,0.249,0.010,0.234,1.175,0.010,0.001,0.004,0.005,0.010,0.021,0.521,0.010,0.015,0.302,110.355,21.310,2060.000
3,302.427,183.918,18.707,51.419,2.330,0.012,0.000,0.012,14.545,357.645,-55.218,148.974,93.755,0.338,0.155,0.136,0.117,0.427,0.000,0.000,0.000,0.427,0.029,0.392,2.188,0.027,0.006,0.011,0.010,0.030,0.051,1.028,0.027,0.036,0.292,106.415,-46.619,2060.000
4,278.292,186.515,15.481,43.808,2.347,0.016,0.000,0.016,10.629,338.725,-60.433,151.077,90.645,0.326,0.148,0.115,0.106,0.360,0.000,0.000,0.000,0.360,0.011,0.341,2.009,0.008,0.000,0.003,0.004,0.011,0.019,0.438,0.007,0.019,0.379,138.310,11.363,2060.000
5,304.949,184.782,18.755,54.372,2.422,0.013,0.000,0.013,14.861,359.122,-54.173,149.673,95.500,0.344,0.154,0.136,0.119,0.291,0.000,0.000,0.000,0.291,0.013,0.273,1.320,0.013,0.000,0.006,0.007,0.013,0.030,0.730,0.013,0.018,0.323,117.743,13.480,2060.000
6,310.224,188.715,19.649,53.147,2.461,0.009,0.000,0.009,15.924,364.400,-54.177,152.859,98.682,0.355,0.164,0.143,0.125,0.147,0.000,0.000,0.000,0.147,0.004,0.141,0.659,0.005,0.000,0.001,0.004,0.004,0.007,0.365,0.004,0.005,0.227,82.978,29.897,2060.000
7,308.868,187.371,19.352,54.553,2.467,0.011,0.000,0.011,15.625,362.902,-54.033,151.770,97.737,0.352,0.159,0.141,0.123,0.271,0.000,0.000,0.000,0.271,0.012,0.254,1.328,0.012,0.001,0.005,0.006,0.012,0.025,0.599,0.011,0.017,0.267,97.560,0.668,2060.000
8,308.620,187.084,19.298,54.785,2.464,0.011,0.000,0.011,15.566,362.606,-53.986,151.538,97.552,0.351,0.159,0.140,0.123,0.249,0.000,0.000,0.000,0.249,0.010,0.234,1.175,0.010,0.001,0.004,0.005,0.010,0.021,0.521,0.010,0.015,0.275,100.498,11.453,2060.000
9,308.690,187.915,19.423,54.270,2.558,0.010,0.000,0.010,15.658,363.063,-54.373,152.211,97.838,0.352,0.162,0.141,0.124,0.146,0.000,0.000,0.000,0.146,0.003,0.140,0.646,0.004,0.000,0.001,0.004,0.003,0.006,0.357,0.004,0.005,0.238,86.889,34.214,2060.000
10,300.154,185.614,18.057,54.058,2.476,0.015,0.000,0.015,13.948,354.631,-54.477,150.347,95.871,0.345,0.153,0.132,0.118,0.373,0.000,0.000,0.000,0.373,0.021,0.335,2.122,0.020,0.001,0.008,0.011,0.021,0.041,1.074,0.021,0.037,0.351,128.287,-1.664,2060.000
11,305.300,185.736,18.669,56.026,2.532,0.014,0.000,0.014,14.869,359.134,-53.835,150.446,96.612,0.348,0.154,0.136,0.120,0.153,0.000,0.000,0.000,0.153,0.004,0.148,0.710,0.005,0.000,0.001,0.004,0.004,0.007,0.385,0.004,0.006,0.336,122.713,67.241,2060.000
12,279.850,180.064,14.644,48.525,2.409,0.021,0.000,0.021,10.085,336.446,-56.596,145.851,89.255,0.321,0.138,0.111,0.103,0.385,0.123,0.679,0.119,0.504,0.041,0.454,4.317,0.035,0.005,0.017,0.014,0.040,0.080,1.383,0.035,-0.069,0.508,185.433,6.834,2060.000
13,298.074,183.601,17.720,52.469,2.361,0.016,0.000,0.016,13.569,352.836,-54.762,148.717,93.955,0.338,0.150,0.129,0.115,0.375,0.000,0.000,0.000,0.375,0.021,0.346,1.676,0.022,0.002,0.009,0.011,0.020,0.045,1.059,0.022,0.029,0.381,139.247,5.127,2060.000
14,301.480,184.746,17.955,56.712,2.599,0.016,0.000,0.016,14.070,355.180,-53.700,149.644,95.944,0.345,0.151,0.131,0.118,0.340,0.000,0.000,0.000,0.340,0.020,0.313,1.860,0.019,0.005,0.007,0.007,0.021,0.035,0.721,0.018,0.027,0.377,137.602,16.817,2060.000
15,301.880,184.815,18.022,56.648,2.590,0.016,0.000,0.016,14.149,355.574,-53.694,149.700,96.006,0.346,0.151,0.131,0.118,0.340,0.000,0.000,0.000,0.340,0.020,0.313,1.860,0.019,0.005,0.007,0.007,0.021,0.035,0.721,0.018,0.027,0.375,136.793,16.009,2060.000
16,269.193,183.578,13.823,41.912,2.351,0.020,0.000,0.020,8.720,329.713,-60.520,148.699,88.179,0.317,0.141,0.105,0.100,0.792,0.035,0.297,0.029,0.821,0.058,0.727,4.553,0.045,0.006,0.024,0.015,0.057,0.113,1.515,0.045,0.065,0.475,173.261,-108.546,2060.000
