catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,321.168,230.386,23.983,32.625,2.401,0.015,0.000,0.015,20.029,386.344,-65.176,186.613,121.437,0.437,0.240,0.184,0.166,0.269,0.000,0.000,0.000,0.269,0.046,0.238,0.770,0.050,0.034,0.007,0.008,0.055,0.034,0.804,0.050,0.032,0.351,128.274,23.464,2060.000
1,369.171,221.671,27.004,43.931,2.475,0.013,0.000,0.013,24.601,410.524,-41.353,179.554,138.201,0.498,0.250,0.212,0.196,0.220,0.000,0.000,0.000,0.220,0.045,0.179,0.710,0.046,0.034,0.008,0.005,0.058,0.034,0.452,0.045,0.041,0.301,109.927,28.177,2060.000
2,365.927,220.872,26.424,44.040,2.427,0.014,0.000,0.014,23.986,407.187,-41.261,178.906,137.646,0.496,0.246,0.206,0.194,0.248,0.000,0.000,0.000,0.248,0.049,0.203,0.807,0.050,0.035,0.009,0.006,0.061,0.039,0.567,0.049,0.045,0.330,120.550,28.438,2060.000
3,360.634,218.045,26.548,41.909,2.279,0.014,0.000,0.014,23.895,406.782,-46.148,176.616,130.468,0.470,0.238,0.207,0.184,0.359,0.000,0.000,0.000,0.359,0.048,0.307,1.284,0.053,0.027,0.014,0.012,0.057,0.064,1.152,0.052,0.052,0.345,125.882,-5.456,2060.000
4,331.899,222.426,24.931,34.491,2.143,0.016,0.000,0.016,21.354,393.329,-61.431,180.165,118.734,0.427,0.230,0.193,0.164,0.143,0.000,0.000,0.000,0.143,0.006,0.119,0.625,0.006,0.001,0.003,0.003,0.006,0.013,0.248,0.005,0.024,0.388,141.781,96.475,2060.000
5,363.467,219.557,26.394,43.059,2.337,0.014,0.000,0.014,23.893,406.717,-43.249,177.841,134.592,0.485,0.242,0.206,0.189,0.302,0.000,0.000,0.000,0.302,0.016,0.294,0.989,0.020,0.003,0.008,0.010,0.016,0.036,0.972,0.021,0.007,0.346,126.221,11.275,2060.000
6,368.253,221.426,26.926,44.218,2.519,0.012,0.000,0.012,24.478,409.833,-41.580,179.355,137.775,0.496,0.250,0.211,0.195,0.192,0.000,0.000,0.000,0.192,0.013,0.186,0.731,0.014,0.004,0.005,0.005,0.013,0.022,0.505,0.013,0.007,0.299,109.118,36.622,2060.000
7,367.021,220.983,26.662,44.228,2.458,0.013,0.000,0.013,24.229,408.483,-41.462,178.997,137.535,0.495,0.247,0.208,0.194,0.271,0.000,0.000,0.000,0.271,0.051,0.223,0.879,0.052,0.036,0.010,0.007,0.064,0.043,0.644,0.052,0.048,0.314,114.569,14.297,2060.000
8,366.875,220.893,26.616,44.212,2.444,0.013,0.000,0.013,24.187,408.261,-41.385,178.923,137.538,0.495,0.247,0.208,0.194,0.248,0.000,0.000,0.000,0.248,0.049,0.203,0.807,0.050,0.035,0.009,0.006,0.061,0.039,0.567,0.049,0.045,0.317,115.731,23.619,2060.000
9,366.168,220.973,26.636,44.824,2.624,0.012,0.000,0.012,24.069,407.586,-41.417,178.988,137.571,0.495,0.251,0.208,0.194,0.193,0.000,0.000,0.000,0.193,0.012,0.187,0.724,0.013,0.004,0.005,0.005,0.012,0.022,0.493,0.012,0.006,0.300,109.486,36.701,2060.000
10,360.560,220.245,26.244,43.564,2.506,0.016,0.000,0.016,23.461,404.453,-43.893,178.399,134.505,0.484,0.245,0.205,0.189,0.352,0.000,0.000,0.000,0.352,0.014,0.353,1.387,0.024,0.002,0.007,0.015,0.015,0.035,1.518,0.024,-0.001,0.385,140.533,2.925,2060.000
11,364.418,220.790,26.146,43.952,2.429,0.014,0.000,0.014,23.670,405.491,-41.073,178.840,137.766,0.496,0.245,0.203,0.193,0.206,0.000,0.000,0.000,0.206,0.013,0.199,0.773,0.014,0.004,0.005,0.005,0.013,0.023,0.524,0.013,0.007,0.346,126.398,48.923,2060.000
12,334.488,219.151,24.096,36.753,2.178,0.017,0.000,0.017,20.690,390.133,-55.645,177.512,121.867,0.439,0.225,0.186,0.167,0.333,0.000,0.000,0.000,0.333,0.025,0.291,1.936,0.030,0.006,0.010,0.013,0.026,0.051,1.318,0.030,0.041,0.413,150.592,33.339,2060.000
13,356.191,219.549,26.052,40.986,2.216,0.016,0.000,0.016,23.341,403.860,-47.669,177.835,130.166,0.469,0.236,0.203,0.183,0.395,0.000,0.000,0.000,0.395,0.023,0.381,1.271,0.031,0.006,0.010,0.015,0.021,0.049,1.442,0.031,0.014,0.377,137.751,-12.596,2060.000
14,361.908,220.667,25.701,43.797,2.445,0.015,0.000,0.015,23.150,402.728,-40.820,178.740,137.921,0.497,0.245,0.199,0.193,0.285,0.000,0.000,0.000,0.285,0.039,0.242,1.063,0.042,0.023,0.010,0.008,0.047,0.048,0.796,0.041,0.043,0.368,134.347,30.962,2060.000
15,362.168,220.697,25.746,43.780,2.439,0.015,0.000,0.015,23.206,403.026,-40.858,178.765,137.907,0.496,0.245,0.199,0.193,0.285,0.000,0.000,0.000,0.285,0.039,0.242,1.063,0.042,0.023,0.010,0.008,0.047,0.048,0.796,0.041,0.043,0.367,133.810,30.425,2060.000
16,319.939,221.950,23.846,31.863,2.096,0.017,0.000,0.017,19.831,385.364,-65.425,179.779,114.354,0.412,0.224,0.183,0.156,0.308,0.000,0.000,0.000,0.309,0.021,0.257,1.414,0.019,0.002,0.009,0.008,0.022,0.046,0.803,0.019,0.051,0.413,150.603,49.759,2060.000
17,308.318,221.962,22.374,30.588,2.226,0.017,0.000,0.017,17.974,375.779,-67.461,179.789,112.328,0.404,0.222,0.170,0.150,0.173,0.000,0.000,0.000,0.173,0.010,0.154,0.708,0.009,0.001,0.004,0.004,0.010,0.022,0.354,0.008,0.019,0.404,147.576,88.539,2060.000
18,345.665,217.198,25.161,41.350,2.042,0.023,0.000,0.023,22.130,397.487,-51.822,175.930,124.108,0.447,0.221,0.195,0.172,0.265,0.000,0.000,0.000,0.265,0.015,0.246,1.389,0.018,0.004,0.006,0.008,0.016,0.032,0.834,0.018,0.019,0.554,202.329,105.947,2060.000
19,351.614,218.269,25.324,41.887,2.224,0.020,0.000,0.020,22.445,399.121,-47.507,176.798,129.291,0.465,0.231,0.196,0.180,0.488,0.000,0.000,0.000,0.488,0.029,0.446,2.161,0.040,0.003,0.013,0.024,0.029,0.063,2.362,0.040,0.042,0.476,173.875,-3.509,2060.000
20,360.666,220.806,26.231,45.425,2.966,0.014,0.000,0.014,23.188,402.885,-42.219,178.853,136.634,0.492,0.256,0.204,0.192,0.246,0.000,0.000,0.000,0.246,0.020,0.235,0.816,0.022,0.007,0.007,0.007,0.022,0.034,0.723,0.021,0.011,0.330,120.568,27.037,2060.000
21,361.218,220.224,25.735,43.068,2.386,0.016,0.000,0.016,23.185,403.017,-41.799,178.381,136.583,0.492,0.243,0.199,0.191,0.273,0.000,0.000,0.000,0.273,0.018,0.263,0.900,0.020,0.005,0.008,0.008,0.019,0.035,0.752,0.019,0.010,0.377,137.581,34.647,2060.000
22,311.548,221.277,21.869,33.326,2.180,0.019,0.000,0.019,17.819,375.351,-63.804,179.234,115.431,0.416,0.215,0.167,0.153,0.492,0.014,0.031,0.006,0.498,0.093,0.292,3.176,0.087,0.032,0.039,0.017,0.088,0.166,1.652,0.086,0.200,0.458,167.005,29.052,2060.000
23,298.402,232.809,21.372,29.188,2.545,0.015,0.000,0.015,16.664,368.907,-70.505,188.575,118.070,0.425,0.237,0.161,0.155,0.333,0.000,0.000,0.000,0.333,0.025,0.291,1.936,0.030,0.006,0.010,0.013,0.026,0.051,1.318,0.030,0.041,0.353,128.863,11.610,2060.000
24,293.480,232.333,20.360,29.882,2.435,0.016,0.000,0.016,15.687,364.014,-70.534,188.190,117.656,0.424,0.225,0.153,0.152,0.492,0.014,0.031,0.006,0.498,0.093,0.292,3.176,0.087,0.032,0.039,0.017,0.088,0.166,1.652,0.086,0.200,0.394,143.746,5.793,2060.000
25,359.662,218.145,26.419,40.405,2.157,0.017,0.000,0.017,23.845,406.847,-47.185,176.697,129.512,0.466,0.236,0.208,0.182,0.175,0.000,0.000,0.000,0.175,0.007,0.138,0.878,0.006,0.000,0.002,0.003,0.007,0.015,0.345,0.005,0.037,0.410,149.809,97.762,2060.000
26,359.614,219.999,25.465,43.261,2.419,0.016,0.000,0.016,22.849,401.208,-41.593,178.199,136.606,0.492,0.243,0.197,0.190,0.285,0.000,0.000,0.000,0.285,0.039,0.242,1.063,0.042,0.023,0.010,0.008,0.047,0.048,0.796,0.041,0.043,0.380,138.748,35.364,2060.000
27,345.085,217.005,25.496,37.719,1.979,0.021,0.000,0.021,22.432,399.430,-54.346,175.774,121.429,0.437,0.223,0.200,0.169,0.719,0.000,0.000,0.000,0.719,0.076,0.643,2.666,0.091,0.020,0.039,0.033,0.069,0.172,3.219,0.091,0.076,0.496,180.931,-86.850,2060.000
28,356.557,217.770,26.399,39.857,2.031,0.020,0.000,0.020,23.664,405.818,-49.261,176.393,127.132,0.458,0.230,0.208,0.179,0.481,0.000,0.000,0.000,0.481,0.035,0.454,1.728,0.046,0.009,0.016,0.020,0.032,0.072,2.027,0.046,0.027,0.487,177.714,-4.621,2060.000
29,353.157,218.422,25.776,43.798,2.592,0.019,0.000,0.019,22.671,400.251,-47.094,176.922,129.828,0.467,0.239,0.201,0.181,0.249,0.000,0.000,0.000,0.249,0.021,0.238,0.828,0.023,0.007,0.008,0.007,0.022,0.035,0.742,0.022,0.011,0.459,167.639,72.721,2060.000
30,352.604,213.156,26.281,39.584,1.909,0.023,0.000,0.023,23.340,404.068,-51.463,172.656,121.193,0.436,0.221,0.207,0.171,0.719,0.000,0.000,0.000,0.719,0.076,0.643,2.666,0.091,0.020,0.039,0.033,0.069,0.172,3.219,0.091,0.076,0.552,201.519,-66.262,2060.000
