catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,320.804,247.594,22.887,33.853,2.692,0.020,0.000,0.020,19.121,382.507,-61.703,200.551,138.848,0.500,0.258,0.179,0.188,0.320,0.000,0.000,0.000,0.320,0.027,0.297,0.983,0.027,0.012,0.008,0.006,0.027,0.039,0.599,0.026,0.023,0.478,174.413,56.395,
1,367.978,240.295,26.271,45.091,2.911,0.015,0.000,0.015,23.941,407.596,-39.618,194.639,155.021,0.558,0.276,0.208,0.219,0.282,0.000,0.000,0.000,0.282,0.030,0.257,0.895,0.030,0.017,0.007,0.006,0.032,0.034,0.549,0.029,0.025,0.368,134.361,30.028,
2,365.662,239.434,25.797,45.223,2.840,0.018,0.000,0.018,23.475,405.167,-39.505,193.941,154.436,0.556,0.272,0.204,0.217,0.326,0.000,0.000,0.000,0.326,0.034,0.296,1.041,0.034,0.018,0.009,0.007,0.036,0.042,0.680,0.034,0.030,0.424,154.681,34.299,
3,359.564,236.369,25.768,42.937,2.657,0.018,0.000,0.018,23.182,403.710,-44.146,191.459,147.313,0.530,0.263,0.204,0.207,0.517,0.000,0.000,0.000,0.517,0.046,0.476,1.700,0.046,0.018,0.016,0.012,0.047,0.072,1.213,0.045,0.042,0.442,161.304,-28.917,
4,331.503,240.057,23.912,35.440,2.425,0.022,0.000,0.022,20.479,389.665,-58.162,194.446,136.284,0.491,0.250,0.188,0.187,0.224,0.000,0.001,0.000,0.225,0.009,0.220,1.076,0.009,0.001,0.003,0.005,0.009,0.018,0.491,0.009,0.005,0.527,192.365,109.091,
5,363.160,238.018,25.731,44.201,2.725,0.019,0.000,0.019,23.345,404.555,-41.395,192.794,151.400,0.545,0.268,0.203,0.213,0.489,0.000,0.000,0.000,0.489,0.032,0.461,1.383,0.032,0.009,0.012,0.011,0.031,0.057,1.057,0.032,0.028,0.449,164.047,-15.781,
6,366.831,240.054,26.207,45.354,2.956,0.015,0.000,0.015,23.842,407.036,-40.205,194.444,154.239,0.555,0.275,0.207,0.218,0.260,0.000,0.000,0.000,0.260,0.023,0.241,0.821,0.023,0.010,0.007,0.005,0.023,0.034,0.525,0.023,0.019,0.369,134.522,38.331,
7,366.170,239.572,26.000,45.390,2.880,0.017,0.000,0.017,23.666,406.138,-39.967,194.053,154.086,0.555,0.273,0.205,0.217,0.358,0.000,0.000,0.000,0.358,0.037,0.326,1.144,0.037,0.019,0.010,0.008,0.039,0.048,0.766,0.037,0.033,0.397,144.771,12.507,
8,366.210,239.490,25.962,45.369,2.861,0.017,0.000,0.017,23.638,405.999,-39.789,193.987,154.197,0.555,0.273,0.205,0.217,0.326,0.000,0.000,0.000,0.326,0.034,0.296,1.041,0.034,0.018,0.009,0.007,0.036,0.042,0.680,0.034,0.030,0.402,146.857,26.474,
9,364.886,239.642,25.951,45.868,3.062,0.016,0.000,0.016,23.496,405.137,-40.251,194.110,153.859,0.554,0.276,0.205,0.217,0.261,0.000,0.000,0.000,0.261,0.023,0.243,0.815,0.023,0.010,0.007,0.005,0.022,0.033,0.515,0.022,0.018,0.379,138.354,41.778,
