catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,377.178,293.272,30.520,31.807,2.911,0.025,0.000,0.025,28.373,431.453,-54.275,237.551,183.275,0.660,0.353,0.251,0.268,0.541,0.000,0.000,0.000,0.541,0.036,0.484,1.182,0.028,0.008,0.015,0.005,0.034,0.067,0.493,0.027,0.058,0.603,220.126,33.699,2030.000
1,438.294,279.584,32.198,46.549,3.866,0.021,0.000,0.021,32.089,453.034,-14.740,226.463,211.723,0.762,0.378,0.273,0.315,0.367,0.000,0.000,0.000,0.367,0.041,0.313,0.784,0.036,0.022,0.011,0.004,0.038,0.049,0.377,0.035,0.054,0.516,188.292,61.278,2030.000
2,438.831,280.168,32.203,43.640,3.569,0.024,0.000,0.024,32.199,453.710,-14.879,226.936,212.057,0.763,0.381,0.273,0.316,0.426,0.000,0.000,0.000,0.426,0.047,0.366,0.876,0.041,0.024,0.012,0.005,0.043,0.058,0.482,0.040,0.061,0.568,207.181,59.128,2030.000
3,427.855,277.223,32.164,42.927,3.305,0.026,0.000,0.026,31.836,451.596,-23.741,224.551,200.810,0.723,0.361,0.273,0.299,0.689,0.000,0.000,0.000,0.689,0.064,0.603,1.417,0.058,0.030,0.017,0.010,0.059,0.081,1.027,0.057,0.086,0.623,227.311,-13.313,2030.000
4,391.781,284.504,31.474,33.317,2.656,0.030,0.000,0.030,29.937,440.520,-48.740,230.448,181.709,0.654,0.343,0.264,0.268,0.059,0.000,0.000,0.000,0.059,0.002,0.053,0.129,0.004,0.000,0.000,0.004,0.002,0.003,0.363,0.003,0.006,0.713,260.215,239.541,2030.000
5,435.368,279.216,32.313,42.327,3.357,0.025,0.000,0.025,32.282,454.219,-18.852,226.165,207.313,0.746,0.374,0.275,0.309,0.763,0.000,0.000,0.000,0.763,0.057,0.693,1.573,0.049,0.020,0.020,0.010,0.052,0.092,0.996,0.049,0.070,0.608,221.888,-48.832,2030.000
6,435.150,279.210,32.132,46.455,3.903,0.021,0.000,0.021,31.939,452.150,-17.000,226.160,209.160,0.753,0.377,0.272,0.311,0.396,0.000,0.000,0.000,0.396,0.042,0.338,0.904,0.035,0.017,0.014,0.004,0.041,0.063,0.391,0.034,0.058,0.516,188.177,52.206,2030.000
7,436.550,279.637,32.176,44.846,3.699,0.023,0.000,0.023,32.078,452.978,-16.428,226.506,210.078,0.756,0.379,0.273,0.312,0.476,0.000,0.000,0.000,0.476,0.051,0.411,0.935,0.044,0.025,0.014,0.006,0.047,0.065,0.555,0.044,0.064,0.540,197.245,31.174,2030.000
8,437.445,279.692,32.181,44.550,3.652,0.023,0.000,0.023,32.116,453.208,-15.763,226.550,210.787,0.759,0.379,0.273,0.314,0.426,0.000,0.000,0.000,0.426,0.047,0.366,0.876,0.041,0.024,0.012,0.005,0.043,0.058,0.482,0.040,0.061,0.546,199.214,51.162,2030.000
9,433.121,278.258,31.948,46.369,4.011,0.022,0.000,0.022,31.599,450.152,-17.032,225.389,208.357,0.750,0.378,0.270,0.309,0.399,0.000,0.000,0.000,0.399,0.041,0.343,0.909,0.034,0.017,0.013,0.004,0.040,0.062,0.380,0.033,0.056,0.533,194.600,57.416,2030.000
10,431.316,278.156,32.434,43.350,3.661,0.033,0.000,0.033,31.794,451.366,-20.049,225.306,205.257,0.739,0.376,0.277,0.306,0.970,0.000,0.000,0.000,0.970,0.067,0.880,2.171,0.057,0.019,0.022,0.015,0.061,0.108,1.502,0.056,0.090,0.789,287.831,-53.866,2030.000
11,440.344,280.592,32.191,42.661,3.490,0.025,0.000,0.025,32.232,453.912,-13.568,227.280,213.712,0.769,0.384,0.273,0.318,0.430,0.000,0.000,0.000,0.430,0.043,0.372,0.962,0.035,0.017,0.014,0.004,0.041,0.064,0.415,0.034,0.058,0.598,218.244,69.767,2030.000
12,401.778,283.818,31.219,33.183,2.704,0.029,0.000,0.029,30.092,441.818,-40.040,229.892,189.852,0.683,0.351,0.262,0.280,0.629,0.000,0.000,0.000,0.629,0.041,0.561,1.627,0.037,0.011,0.011,0.015,0.033,0.056,1.439,0.037,0.068,0.708,258.364,40.232,2030.000
13,426.122,280.430,32.413,39.414,2.998,0.028,0.000,0.028,32.231,453.988,-27.866,227.148,199.282,0.717,0.363,0.276,0.297,1.003,0.000,0.000,0.000,1.003,0.081,0.909,2.045,0.070,0.026,0.030,0.014,0.074,0.135,1.431,0.070,0.095,0.680,248.252,-108.977,2030.000
14,442.770,281.203,32.173,41.748,3.422,0.027,0.000,0.027,32.271,454.158,-11.388,227.775,216.387,0.779,0.388,0.273,0.322,0.523,0.000,0.000,0.000,0.523,0.048,0.455,1.019,0.043,0.024,0.012,0.007,0.042,0.059,0.712,0.043,0.068,0.643,234.666,53.146,2030.000
15,442.678,281.189,32.181,41.769,3.414,0.027,0.000,0.027,32.284,454.237,-11.559,227.763,216.204,0.778,0.388,0.273,0.322,0.523,0.000,0.000,0.000,0.523,0.048,0.455,1.019,0.043,0.024,0.012,0.007,0.042,0.059,0.712,0.043,0.068,0.640,233.518,51.998,2030.000
16,377.999,287.317,30.962,28.521,2.445,0.030,0.000,0.030,28.898,434.559,-56.560,232.727,176.167,0.634,0.339,0.257,0.259,0.104,0.000,0.000,0.000,0.104,0.006,0.092,0.230,0.020,0.004,0.001,0.015,0.008,0.005,1.530,0.020,0.011,0.714,260.545,219.504,2030.000
17,365.572,290.351,29.911,25.499,2.490,0.027,0.000,0.027,27.374,425.938,-60.366,235.184,174.818,0.629,0.342,0.245,0.254,0.147,0.000,0.000,0.000,0.147,0.003,0.139,0.307,0.005,0.000,0.001,0.004,0.003,0.004,0.391,0.004,0.008,0.643,234.803,182.642,2030.000
18,414.863,278.498,32.353,39.312,2.633,0.054,0.000,0.054,31.349,448.779,-33.916,225.584,191.668,0.690,0.344,0.276,0.286,0.487,0.000,0.000,0.000,0.487,0.027,0.433,1.210,0.023,0.008,0.005,0.009,0.026,0.031,0.891,0.022,0.054,1.304,476.001,309.856,2030.000
19,426.944,280.091,32.332,39.618,2.941,0.042,0.000,0.042,31.801,451.454,-24.510,226.874,202.364,0.729,0.364,0.276,0.301,1.185,0.000,0.000,0.000,1.185,0.104,1.051,2.615,0.099,0.041,0.030,0.027,0.076,0.141,2.705,0.098,0.134,1.002,365.558,-54.049,2030.000
20,428.143,274.790,31.917,47.063,4.555,0.029,0.000,0.029,30.780,445.386,-17.243,222.580,205.337,0.739,0.383,0.270,0.304,0.524,0.000,0.000,0.000,0.524,0.040,0.472,1.094,0.031,0.009,0.016,0.006,0.032,0.074,0.577,0.030,0.053,0.704,257.073,73.813,2030.000
21,443.448,281.274,32.424,40.916,3.270,0.028,0.000,0.028,32.644,456.442,-12.994,227.832,214.838,0.773,0.385,0.277,0.320,0.587,0.000,0.000,0.000,0.587,0.056,0.516,1.226,0.047,0.022,0.019,0.006,0.053,0.084,0.632,0.046,0.071,0.666,242.935,37.736,2030.000
22,372.723,290.337,29.614,28.312,2.473,0.032,0.000,0.032,27.545,427.374,-54.651,235.173,180.522,0.650,0.336,0.243,0.261,0.147,0.000,0.000,0.000,0.147,0.010,0.136,0.389,0.040,0.005,0.002,0.033,0.012,0.011,3.238,0.040,0.011,0.758,276.577,212.625,2030.000
23,353.423,302.013,29.018,23.509,2.793,0.021,0.000,0.021,25.965,417.844,-64.421,244.630,180.209,0.649,0.361,0.233,0.259,0.629,0.000,0.000,0.000,0.629,0.041,0.561,1.627,0.037,0.011,0.011,0.015,0.033,0.056,1.439,0.037,0.068,0.505,184.260,-33.872,2030.000
24,348.352,301.775,28.138,23.789,2.632,0.023,0.000,0.023,25.106,413.127,-64.775,244.438,179.663,0.647,0.347,0.224,0.256,0.147,0.000,0.000,0.000,0.147,0.010,0.136,0.389,0.040,0.005,0.002,0.033,0.012,0.011,3.238,0.040,0.011,0.562,205.252,141.301,2030.000
