catchment_id,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
0,318.680,280.652,23.894,26.395,2.851,0.019,0.000,0.019,19.878,385.351,-66.671,227.328,160.657,0.578,0.301,0.182,0.217,0.232,0.000,0.000,0.000,0.232,0.009,0.225,0.652,0.009,0.001,0.003,0.005,0.009,0.019,0.459,0.008,0.007,0.455,166.247,81.130,2085.000
1,360.569,279.026,27.241,32.190,2.870,0.012,0.000,0.012,24.311,408.729,-48.160,226.011,177.851,0.640,0.330,0.214,0.252,0.236,0.000,0.000,0.000,0.236,0.010,0.231,0.629,0.012,0.002,0.004,0.006,0.010,0.020,0.583,0.011,0.004,0.285,104.085,15.522,2085.000
2,357.294,278.080,26.564,32.835,2.847,0.015,0.000,0.015,23.641,405.088,-47.794,225.245,177.451,0.639,0.323,0.207,0.249,0.279,0.000,0.000,0.000,0.279,0.014,0.272,0.747,0.015,0.003,0.006,0.007,0.014,0.028,0.707,0.016,0.007,0.352,128.471,23.507,2085.000
3,353.183,274.114,26.685,31.082,2.687,0.015,0.000,0.015,23.632,405.140,-51.957,222.032,170.075,0.612,0.314,0.208,0.239,0.528,0.000,0.000,0.000,0.528,0.035,0.508,1.405,0.037,0.006,0.016,0.015,0.030,0.075,1.449,0.037,0.020,0.366,133.471,-65.563,2085.000
4,328.305,274.232,24.887,27.093,2.551,0.020,0.000,0.020,21.181,392.202,-63.897,222.128,158.231,0.570,0.293,0.192,0.217,0.310,0.000,0.000,0.000,0.310,0.015,0.310,0.957,0.016,0.001,0.007,0.008,0.016,0.034,0.814,0.017,0.000,0.488,178.041,58.807,2085.000
5,355.269,276.308,26.507,32.216,2.752,0.016,0.000,0.016,23.553,404.649,-49.381,223.809,174.429,0.628,0.317,0.206,0.245,0.496,0.000,0.000,0.000,0.496,0.026,0.475,1.153,0.026,0.006,0.010,0.010,0.021,0.050,1.011,0.026,0.022,0.379,138.488,-44.150,2085.000
6,360.159,278.944,27.153,32.513,2.919,0.012,0.000,0.012,24.203,408.128,-47.969,225.945,177.976,0.641,0.330,0.213,0.252,0.214,0.000,0.000,0.000,0.214,0.008,0.207,0.521,0.009,0.002,0.003,0.004,0.008,0.013,0.410,0.008,0.007,0.288,105.054,26.853,2085.000
7,358.765,278.281,26.839,32.824,2.865,0.013,0.000,0.013,23.922,406.603,-47.837,225.407,177.570,0.639,0.325,0.209,0.250,0.312,0.000,0.000,0.000,0.312,0.017,0.303,0.832,0.018,0.003,0.007,0.008,0.017,0.033,0.801,0.018,0.009,0.321,117.252,-0.092,2085.000
8,358.478,278.249,26.786,32.830,2.852,0.014,0.000,0.014,23.874,406.343,-47.865,225.382,177.517,0.639,0.324,0.209,0.250,0.279,0.000,0.000,0.000,0.279,0.014,0.272,0.747,0.015,0.003,0.006,0.007,0.014,0.028,0.707,0.016,0.007,0.328,119.659,14.696,2085.000
9,358.229,279.352,26.842,32.888,3.030,0.013,0.000,0.013,23.813,405.993,-47.765,226.275,178.510,0.643,0.331,0.209,0.251,0.217,0.000,0.000,0.000,0.217,0.008,0.209,0.522,0.008,0.002,0.002,0.004,0.007,0.013,0.403,0.007,0.007,0.303,110.524,31.451,2085.000
